id,life_stage,theme,summary,quote,emotion,values,sociological_note,type,institution,housing_promised,market_participation,collapse_context
8,"Юность, ранняя взрослость",Служба в армии,"Респондент служил в десантном полку, воспринимал службу как потерянный год, но признает, что армия необходима государству как обслуживающий персонал.","Я считаю, что это бесполезный, абсолютно потерянный год для мальчиков и парней, для тех, кто не может найти себя. Я был одним из них.","Скепсис, разочарование","Самоопределение, честность","Служба в армии воспринимается как вынужденная мера для тех, кто не определился с жизненным путем, а не как способ личностного роста.",эпизод,Армия,,,True
9,Взрослая жизнь,Взаимодействие с государственными органами,"Респондент сталкивался с налоговой только через приложение, имеет карту москвича, но испытывает трудности с МФЦ и госуслугами. Отмечает плохую работу скорой помощи.","У меня проблемы с этим МФЦ постоянно... На те моменты, когда я ими пользовался, они отвратительно работали.","Раздражение, неудовлетворенность","Эффективность, справедливость",Недоверие и неудовлетворенность качеством государственных услуг типичны для молодых горожан.,эпизод,"МФЦ, налоговая, скорая помощь",,пассивная (получение услуг),True
10,Взрослая жизнь,Политические взгляды и отношение к власти,"Респондент не интересуется политикой, считает, что власть в России — это отдельная структура, преследующая свои интересы. Не доверяет СМИ, считает, что информация искажена.","Я то, что читаю, считаю, что это все обман и ложь. Ну, то есть это как бы просто картинка, которую доносит общество.","Недоверие, скепсис","Независимость, критическое мышление","Недоверие к институтам власти и СМИ характерно для части молодежи, дистанцирующейся от политики.",декларация,"Государство, СМИ",,,True
11,Взрослая жизнь,Оценка чиновников и социальной сферы,"Респондент считает, что чиновники неэффективны, многие не заслуживают своих зарплат. Отмечает, что в государственные структуры идут менее способные люди, а талантливые — в бизнес.","У меня нет убеждения, что они осваивают бюджет. У меня есть подозрение, что кто-то из них зря получает свой зарплату.","Скепсис, ирония","Справедливость, эффективность",Критика чиновников и недоверие к государственным структурам отражают разочарование в социальной мобильности и эффективности институтов.,декларация,Государственные органы,,,True
1,Молодая взрослая жизнь,Жилищный вопрос и экономические трудности,"Респондент рассуждает о невозможности приобрести жилье в современных экономических условиях, отмечает высокие цены, длительные сроки выплат по ипотеке и нестабильность доходов. Выражает ожидание поддержки от государства и критикует существующие механизмы.","С учетом нынешних зарплат, с учетом роста цен на жилье, это невозможно выплатить квартиру. Ипотеку, даже если взять, это нужно два поколения, чтобы выплатить.","Разочарование, тревога, критичность","Стабильность, справедливость, социальная поддержка","Респондент демонстрирует типичную для молодых взрослых фрустрацию по поводу недоступности жилья, что отражает структурные проблемы российского рынка недвижимости и недостаточность государственных программ поддержки.",декларация,"рынок жилья, ипотека, государственная поддержка",False,,
2,"Современность, зрелая рефлексия",Отношение к СВО и политическим событиям,"Респондент сравнивает текущий конфликт с прошлыми военными событиями, прогнозирует затяжной характер и выражает пессимизм относительно будущего Украины и итогов конфликта.",Ну это как развитие конфликта в Чечне и Афганистане будет. То есть это надолго все.,"Пессимизм, отстраненность","Реализм, прагматизм","Респондент демонстрирует политическую апатию и усталость от затяжных конфликтов, что характерно для части российского общества, уставшей от неопределенности.",декларация,,,,
3,"Молодость, профессиональное становление",Использование цифровых технологий и соцсетей,"Респондент активно использует соцсети и нейросети для работы и личных целей, отмечает смену интересов в подписках, усталость от информационного шума и постепенный уход от активного публичного присутствия.","Раньше публиковал очень много, сейчас перестал.","Усталость, критичность, прагматизм","Информационная гигиена, профессиональное развитие",Переход от активного участия к пассивному потреблению контента отражает тенденцию цифровой усталости и поиска баланса между личной жизнью и информационным потоком.,эпизод,,,True,
4,"Молодость, поиск отношений",Опыт знакомств через интернет,"Респондент делится негативным опытом знакомств на сайтах, отмечает высокий уровень мошенничества и финансовых ожиданий со стороны девушек, а также проблемы с искренностью и безопасностью.","Очень много аферисток, да, кто либо просто идут бесплатно кушать за чужой счет... профессиональная мошенница...","Недоверие, разочарование","Безопасность, честность, экономия","Опыт респондента иллюстрирует гендерные и экономические аспекты онлайн-знакомств, а также рост недоверия и прагматизма в молодежной среде.",эпизод,,,,
5,"Молодость, профессиональное становление",Использование искусственного интеллекта и нейросетей,"Респондент активно использует ИИ для работы и учебы, зарабатывает на написании курсовых, отмечает плюсы и минусы технологий, а также опасения по поводу деградации навыков у молодежи.",Я начал зарабатывать на написании курсовых работ в какой-то момент с помощью чата.,"Удовлетворение, прагматизм, тревога","Эффективность, технологичность, самостоятельность","Респондент демонстрирует адаптацию к новым технологиям и критическое отношение к их влиянию на образование, что характерно для молодых профессионалов.",эпизод,,,True,
6,"Молодость, потребительский опыт",Отношение к платным приложениям и подпискам,"Респондент выражает раздражение по поводу навязанных подписок и считает действия крупных сервисов (Яндекс, Тинькофф) легальным мошенничеством.","У меня очень сильное раздражение в последнее время на Яндекс и Тинькофф, потому что они списывали у меня деньги.","Раздражение, возмущение","Честность, прозрачность, контроль расходов",Критика цифровых сервисов отражает растущее недовольство потребителей навязчивыми бизнес-практиками и важность финансовой грамотности.,декларация,,,True,
7,Подростковый и юношеский возраст,Опыт компьютерных игр и отношение к ним,"Респондент рассказывает о периоде увлечения компьютерными играми в подростковом возрасте, отмечает снижение интереса с возрастом и отсутствие удовольствия от игр сейчас.","Я раньше играл в танки очень много. С тринадцати до двенадцати, шестнадцати лет. Два-три года очень много играл.","Ностальгия, равнодушие","Саморазвитие, рациональное использование времени",Переход от игровой зависимости к осознанному ограничению времени на игры типичен для взрослеющих молодых людей.,эпизод,,,,
8,"Семейная жизнь, наблюдение за близкими",Проблемы зависимости от гаджетов у младшего брата,"Респондент отмечает зависимость младшего брата от компьютера, проблемы социализации и конфликты в семье из-за этого.",У него проблемы социализации большие из-за этого. То есть он компьютерный зависимый.,"Беспокойство, тревога","Семья, забота, социализация",Проблема цифровой зависимости среди подростков становится предметом семейных конфликтов и заботы старших членов семьи.,эпизод,,,,
9,"Современность, зрелая рефлексия",Влияние технологий на отношения между людьми,"Респондент рассуждает о том, что влияние технологий на отношения зависит от семейных ценностей и воспитания, отмечает разобщение старшего поколения и важность ограничения гаджетов для детей.",Смотрение зависит от воспитания. То есть какие ценности привиты в семье.,"Рефлексия, умеренность","Семейные ценности, воспитание, баланс","Респондент подчеркивает роль семьи в формировании отношения к технологиям, что отражает традиционалистские установки.",декларация,,,,
10,"Последний год, профессиональные испытания",Работа у друга и преодоление трудностей,"Респондент рассказывает о сложном опыте работы в компании друга, большом количестве проектов и стрессе, но гордится тем, что довел дело до конца и проявил ответственность.","Я не сдался, я довел дело до конца, нашел стажера... Мне было очень плохо. Я каждый день просыпался, у меня было состояние, я не могу описать, как мне было просто очень плохо каждый день.","Стресс, гордость, облегчение","Ответственность, дисциплина, преодоление",Опыт трудностей на работе и последующего преодоления способствует формированию взрослой идентичности и уверенности в себе.,узел,"малый бизнес, трудовые отношения",,,
11,"Последний год, саморефлексия",Изменения в жизни и финансовая грамотность,"Респондент отмечает улучшение ментального здоровья, но ухудшение материального положения, связывает это с ошибками в выборе профессии и недостаточной финансовой грамотностью.","Во внутреннем плане в лучшую сторону, если ментальное здоровье рассматривать именно внутренне. Если в плане жизненных, каких-то материальных благ — в худших.","Рефлексия, сожаление, принятие","Психическое здоровье, финансовая грамотность, саморефлексия","Респондент демонстрирует рост самосознания и критическую оценку своих решений, что характерно для перехода к зрелости.",перелом,,,,
12,"Настоящее, планы на будущее",Ожидания и планы на будущее,"Респондент выражает желание найти стабильную работу и построить отношения, но отмечает, что не строит жестких планов из-за влияния внешних обстоятельств.","Я просто хочу найти работу и работать на ней. И больше ничего. Хочу отношений, хочу опыт получить в конце концов.","Умеренный оптимизм, осторожность","Стабильность, реализм, опыт",Отказ от жесткого планирования и принятие неопределенности отражает адаптацию к нестабильной социальной и экономической ситуации.,декларация,,,,
13,"Настоящее, зрелая рефлексия",Жизненные ценности и смысл жизни,"Респондент выделяет психическое здоровье, контакт с собой и финансовую стабильность как главные ценности, отмечает важность саморефлексии и отсутствие универсального смысла жизни.",Для меня самое важное в жизни – это остаться трезвым. Без этого ничего не может быть в жизни. Психическое здоровье на первом месте.,"Серьезность, принятие","Психическое здоровье, саморефлексия, трезвость, финансовая стабильность","Фокус на внутреннем благополучии и отказ от поиска универсального смысла жизни характерен для поколения, переживающего экзистенциальные кризисы.",декларация,,,,
14,Недавний кризис,Экзистенциальный кризис и переосмысление смысла жизни,"Респондент пережил экзистенциальный кризис, пришел к выводу об отсутствии универсального смысла жизни и необходимости адаптироваться к обстоятельствам.","Я пришел к выводу, что нет смысла жизни вообще, его нет... смысл жизни в том чтобы пройти эту жизнь, прожить ее, адаптироваться.","Тоска, принятие, философская рефлексия","Адаптация, принятие, саморефлексия",Экзистенциальные поиски и принятие неопределенности отражают кризис идентичности и поиск новых опор в условиях нестабильности.,перелом,,,,
1,"Взрослая жизнь, рефлексия над личными качествами",Саморазвитие и ограничения,"Респондент размышляет о своих природных ограничениях и желаемых качествах: большей энергии, скорости восприятия и умении легко находить общий язык с людьми.","Я бы две вещи изменил. Именно уровень энергии, выносливость... я бы добавил умение находить общий язык с людьми легко — этого не хватает.","Сдержанная неудовлетворенность, стремление к развитию","Саморазвитие, эффективность, коммуникация","Респондент демонстрирует высокий уровень саморефлексии и стремление к личностному росту, что характерно для современных молодых профессионалов, сталкивающихся с требованиями гибкости и высокой продуктивности.",декларация,,,,False
2,"Взрослая жизнь, профессиональное становление",Страхи и тревоги,"Респондент открыто говорит о своих страхах: финансовых, профессиональных и личных. Боязнь не реализоваться, не достичь значимого, остаться без отношений.","Есть страхи, что я не состоюсь в плане профессиональном... Есть страх, что отношений не будет еще долгое количество времени. Страх прожить жизнь без каких-то... достигаторство осталось, потребность достигать осталась, не достичь чего-то значимого.","Тревога, неуверенность, уязвимость","Достижения, финансовая стабильность, самореализация, отношения",Страхи респондента отражают типичные установки представителей среднего класса в условиях нестабильности: ценность самореализации и материального благополучия сочетается с тревогой перед неопределённостью будущего.,декларация,,,,False
3,"Взрослая жизнь, работа над собой",Преодоление страхов,Респондент рассказывает о способах работы со своими страхами: психотерапия и медитация помогают ему справляться с внутренним напряжением.,"Я работаю над ним. психотерапия, медитация. Ну а без этого я бы сломался.","Уязвимость, благодарность за найденные инструменты","Психологическое здоровье, самопомощь, устойчивость","Использование психотерапии и медитации говорит о распространённости практик заботы о ментальном здоровье среди молодых горожан, а также о снижении стигмы вокруг обращения за психологической помощью.",эпизод,,,,False
4,Детство и взрослая жизнь,Отношение к смерти,"Респондент с детства не испытывает страха смерти, не имеет религиозных взглядов, боится только мучительной смерти. Видел смерть близких.","Вот именно физическая смерть у меня как-то всегда не страшна была абсолютно... Единственное, что я боюсь, это мучиться перед смертью.","Спокойствие, рациональность, лёгкая тревога","Рациональность, принятие, отсутствие религиозности","Отсутствие страха смерти и религиозных взглядов свидетельствует о рационалистическом мировоззрении, характерном для части городского населения, а также о влиянии личного опыта (наблюдение смерти близких).",декларация,,,,False
5,"Настоящее, рефлексия после интервью",Открытость и самопрезентация,"Респондент осознаёт свою склонность к гипероткрытости, размышляет о необходимости более сдержанной самопрезентации, отмечает эмоциональную усталость после долгого разговора.","Я могу резко открываться, рассказывать про себя все... Тоже гипероткрытость, она не всегда помогает. Я чувствую сильную эмоциональную усталость.","Усталость, самокритика, рефлексия","Осознанность, самоконтроль, эмоциональное здоровье",Рефлексия по поводу открытости указывает на внутренний конфликт между потребностью в искренности и необходимостью самозащиты в коммуникации с незнакомыми людьми.,узел,,,,False
6,"Взрослая жизнь, воспоминания о прошлом",Тяжёлые эпизоды и эмоциональные переживания,"Респондент отмечает, что наиболее эмоционально сложным для него было рассказывать о прошлом, связанном с употреблением, а также о проблемах с государством, Яндексом и учёбой. Испытывает негодование и непонимание, особенно в темах денег и отношений.","Когда я рассказывал, наверное, про прошлое с употреблением связанное... я испытывал негодование когда говорил про вот эти вот проблемы с государственным вопросом с Яндексом, с учебой.","Негодование, смятение, непонимание","Честность, преодоление, стремление к стабильности",Упоминание проблем с государственными институтами и крупными компаниями (Яндекс) отражает типичные для молодых специалистов сложности интеграции в профессиональную и социальную среду.,эпизод,"государство, Яндекс, учебные заведения",,,False
007,"Настоящее, итоговая рефлексия",Выводы о жизни,"Респондент приходит к выводу, что сферы денег и отношений требуют активных действий и целенаправленности.","Я четко понял, что деньги и отношения любят действовать. Эти сферы очень много действуют. Целенаправленно. К такому выводу пришел.","Осознанность, решимость","Деятельность, целеустремлённость, прагматизм","Фокус на необходимости действия в ключевых сферах жизни отражает ценности современной городской молодёжи, ориентированной на самостоятельность и активное управление жизнью.",декларация,,,,False
