id,life_stage,theme,summary,quote,emotion,values,sociological_note,type,institution,housing_promised,market_participation,collapse_context
7,Настоящее время,Распорядок дня и повседневная жизнь,"Респондентка подробно описывает свой распорядок дня: завтрак, чтение новостей, работа, встречи с подругами, домашние дела, отдых. Особое внимание уделяет здоровью и эмоциональному комфорту.","Я встаю. Так как я сейчас живу в частном доме, у меня есть прекрасная веранда, на которую я могу выйти, попить чай.","Удовлетворение, спокойствие, стабильность","Здоровье, стабильность, семейные и дружеские связи","Типичный распорядок дня женщины среднего возраста с акцентом на здоровье, работу и поддержание социальных связей. Жизнь в частном доме, самостоятельное ведение быта.",эпизод,домохозяйство,1.0,True,
8,Настоящее время,Социальные связи и досуг,"Респондентка рассказывает о встречах с друзьями и сыном, отмечая, что с возрастом общение с друзьями стало реже из-за занятости и семейных обязанностей.","С друзьями сейчас намного реже стали общаться, потому что... Наверное, всем уже лень. Раньше были такие прям тусовки, много народа, что-нибудь еще. А сейчас нет, сейчас редко.","Лёгкая грусть, принятие, ностальгия","Дружба, семейные отношения, понимание","Снижение интенсивности социальных контактов с возрастом, перераспределение времени в пользу семьи и быта. Типичная динамика для женщин среднего возраста.",декларация,"домохозяйство, семья",1.0,False,
9,Настоящее время,Работа и отношение к труду,"Респондентка работает в фармацевтической компании, официально трудоустроена, ценит стабильность и материальные достижения, не стремится к руководящим позициям ради баланса с личной жизнью.","Я здесь работаю 15 лет. Я много чего достигла в материальном плане. Я считаю, что это немаловажно. Я никогда не хотела быть руководителем, потому что я им уже была.","Удовлетворение, спокойствие, рациональность","Стабильность, материальное благополучие, баланс работа-семья",Выбор в пользу стабильной занятости и отказ от карьерного роста ради сохранения баланса между работой и личной жизнью — характерная стратегия для женщин с семейными обязанностями.,декларация,фармацевтическая компания,0.0,True,
1,Зрелый профессиональный этап,Работа и отношение к ней,"Респондентка работает 15 лет в одной сфере, воспринимает работу как источник дохода и не связывает с ней личную идентичность. Отмечает официальность трудовых отношений, наличие больничных, бонусов и оклада. Работа связана с общением, которое бывает как вдохновляющим, так и утомительным.","Я здесь работаю 15 лет, и я знаю, что... Нет, я воспринимаю это как работу.","Умеренно нейтральный, с оттенком усталости и прагматизма","Профессионализм, стабильность, честность, прагматизм","Респондентка демонстрирует типичное отношение к работе как к средству заработка, а не самореализации. Официальные трудовые отношения и длительный стаж указывают на ориентацию на стабильность и формальные институты.",эпизод,"Работодатель, трудовое законодательство",,"Долгосрочная занятость, участие в бонусной системе",
2,Зрелый профессиональный этап,Стратегии поведения в конфликтных ситуациях на работе,"Респондентка описывает тактики разрешения конфликтов: избегает прямых споров, использует самоиронию и признание ошибок, но способна отстаивать профессиональное достоинство при необходимости.","Я никогда не спорю, я не тру как танк, я могу себя признать... кинуться дурочкой и сказать, что извините, я вас недопоняла...","Рациональность, сдержанность, иногда раздражение","Профессионализм, уважение, самоконтроль","Стратегии респондентки отражают гендерные и профессиональные нормы сферы, где ценится гибкость и умение сглаживать острые углы, но также важна защита профессионального статуса.",эпизод,"Работодатель, профессиональное сообщество",,,
3,"Зрелый профессиональный этап, посттравматический период",Изменение отношения к работе после негативного опыта,"После негативных событий на работе респондентка перестала воспринимать компанию как 'семью', испытывает страх перед повторением травмирующего опыта, не рассчитывает на лояльность работодателя.","Я не считаю себя больше человеком, за которого будет держаться вообще кто-то. Поэтому я работаю здесь, сейчас и за эти деньги.","Тревога, разочарование, осторожность","Самосохранение, независимость, реализм","Опыт профессионального выгорания и разочарования в корпоративной культуре типичен для зрелых работников, сталкивающихся с изменением трудовых отношений и снижением лояльности компаний.",перелом,Работодатель,,,True
4,Зрелый профессиональный этап,Профессиональная идентичность и самооценка,"Респондентка считает, что её работа ей полностью подходит, она уверена в своих навыках и не готова менять сферу деятельности без веских причин.","Я считаю, что мне полностью подходит, потому что на сегодняшний день я понимаю, что я умею это делать, что я знаю, как это делать, и за это мне платят хорошие деньги.","Уверенность, удовлетворение","Компетентность, стабильность, материальное благополучие","Профессиональная идентичность строится на опыте, уверенности в своих силах и материальной отдаче, что характерно для зрелого возраста.",декларация,,,,
5,"Зрелый возраст, после развода","Свободное время, хобби и досуг","Респондентка не имеет ярко выраженного хобби, предпочитает простые радости: наблюдение за природой, общение с друзьями, сериалы. Ранее хобби были связаны с сыном и рукоделием, но сейчас это не актуально.","Когда меня все спрашивают про хобби, я говорю, у меня его нет. Раньше я отвечала, что это был мой сын, когда он был маленький.","Спокойствие, легкая ирония, принятие","Семья, простые удовольствия, общение",Отсутствие хобби и ориентация на бытовые радости типичны для женщин зрелого возраста с высокой занятостью и семейными обязанностями.,эпизод,,,,
6,Зрелый возраст,Отношение к спорту и телесности,"Респондентка не занимается спортом, полагается на гены и советы подруги-врача. Важнее здоровье, чем соответствие стандартам внешности.","Я выбираю чуть побольше попу, чем ранний климакс и остеопороз. И никаким спортом я вообще не занимаюсь, ничего не делаю.","Ирония, принятие себя","Здоровье, самоирония, принятие возраста","Отношение к телу и спорту определяется возрастом, профессиональной нагрузкой и влиянием медицинского окружения.",декларация,,,,
7,Зрелый возраст,Культурные предпочтения и досуг,"Респондентка раньше много читала, сейчас предпочитает сериалы и аудиоконтент. Классика кажется трудной для восприятия, современная литература не интересует. Посещение театров и концертов связано с кругом подруг.","Раньше я много читала, очень много читала. Сейчас перестала. Сейчас в основном по работе и медицинскую литературу.","Ностальгия, легкая усталость","Образование, культурное разнообразие, дружба","Изменение культурных практик связано с возрастом, профессиональной занятостью и изменением круга общения.",эпизод,,,,
8,"Зрелый возраст, после переезда",Жизнь за городом и отношение к природе,"Респондентка живёт в собственном доме за городом, очень ценит природу и экологию, старается минимизировать вред окружающей среде в быту.","Очень важна природа, её наличие.","Вдохновение, забота","Экологичность, ответственность, гармония с природой","Переезд за город и экологические практики характерны для среднего класса, стремящегося к качеству жизни и осознанному потреблению.",эпизод,,Собственный дом за городом,,
9,Зрелый возраст,Экологические практики и тревога за будущее,"Респондентка активно внедряет экологичные привычки: использует многоразовые сумки и контейнеры, сортирует мусор, обеспокоена глобальными изменениями климата.","Я не беру пакеты в магазине, я хожу с сумкой. многоразовый, поэтому я купила себе такие мешки для фруктов.","Тревога, ответственность","Экологичность, ответственность, забота о будущем",Экологические практики становятся частью повседневности для образованных горожан среднего возраста.,декларация,,,,
10,Зрелый возраст,"Праздники, традиции и религиозность","Респондентка отмечает традиционные праздники (Новый год, 9 мая, Пасха), эмоционально реагирует на поздравления от сына, соблюдает некоторые религиозные ритуалы, но воспринимает веру как внутреннее состояние.","Я с утра читаю молитвы две, которые я знаю, мне свекровь заставила их выучить...","Эмоциональность, трогательность, спокойствие","Семья, традиции, вера, эмоциональная близость",Сочетание светских и религиозных традиций типично для постсоветского поколения женщин.,эпизод,,,,
11,Зрелый возраст,Путешествия и отпуск,"Респондентка любит путешествовать, предпочитает новые места, природу, море, насыщенные экскурсионные программы. В отпуске ищет как тишину, так и впечатления.","Я очень люблю путешествовать. Люблю везде ездить, я люблю новых людей.","Вдохновение, радость","Открытость, любознательность, эстетика, отдых","Путешествия становятся важной частью жизни для представителей среднего класса, особенно женщин с самостоятельным доходом.",эпизод,,,Активное потребление туристических услуг,
12,"Зрелый возраст, после покупки жилья",Финансовые ограничения и приоритеты,"После взятия ипотеки и ремонта респондентка вынуждена ограничить количество поездок, что отражает смену финансовых приоритетов.",В 24-м году я взяла ипотеку. И делала ремонт. Съездила только в Грузию.,"Сдержанность, реализм","Финансовая ответственность, самостоятельность","Покупка жилья и ипотека — важный этап для зрелых женщин, влияющий на структуру расходов и досуг.",узел,,"Ипотека, ремонт",,
13,Зрелый возраст,Семейные отношения и поддержка,"Респондентка живёт с мамой, отец после развода живёт отдельно и болен деменцией, отношения с ним минимальны. Сестра живёт в другой стране, поддерживаются дистанционные отношения.","Ну, со мной живёт моя мама. После того, как у нас такая история с отцом случилась, он как бы уехал обратно на родину...","Спокойствие, принятие, некоторая грусть","Семейная поддержка, принятие, забота","Семейные связи трансформируются: уход за пожилыми, дистанционное общение с родственниками — типичные черты для зрелых женщин.",эпизод,,,,
14,Зрелый возраст,Семейные конфликты и чувство безопасности,"Респондентка ощущала дом как место безусловного принятия, несмотря на возможные разногласия. Единственное ограничение — невозможность привести иностранного молодого человека.","Я всегда знала, что меня дома примут, что меня поймут. Что бы я ни натворила, я могу всегда приехать домой.","Теплота, благодарность","Безусловная поддержка, семейная лояльность","Безусловная поддержка семьи — важный ресурс для женщин, переживших развод и другие кризисы.",декларация,,,,
15,Зрелый возраст,Социальные связи и личные границы,"Респондентка осознаёт свою эмоциональность и прямоту, что не всегда устраивает окружающих. Готова прекращать отношения, если нет взаимопонимания.","Я думаю, что я не всем подхожу. Я вообще человек эмоций, а не всем человек эмоций подходит.","Саморефлексия, принятие","Искренность, честность, личные границы","Осознанное отношение к социальным связям и готовность к их разрыву характерны для зрелых, самостоятельных женщин.",декларация,,,,
1,"Родительство, взросление ребёнка",Принятие индивидуальности ребёнка,"Респондентка рассказывает о процессе принятия своего сына таким, какой он есть, отказе от проекции собственных ожиданий и важности терпения в воспитании.","Мне хватило ума заложенного моими родителями и моей мамой, что нужно воспринимать ребёнка таким, какой он есть, пытаться его понять. Самое главное — его принять.","Рефлексия, терпимость, иногда раздражение","Принятие, индивидуальность, терпение, честность","Респондентка демонстрирует отход от авторитарной модели воспитания, подчеркивая важность индивидуального подхода и эмоционального интеллекта в родительстве.",эпизод,семья,,,
2,Переход сына во взрослую жизнь,Осознание самостоятельности ребёнка,"Понимание, что сын вырос, стал принимать самостоятельные решения, и необходимость перестроить родительское поведение.","Я когда стою, так на него смотрю, я понимаю, что шавка лает на слона. И я когда поняла, что он принимает сам решение, и довольно часто эти решения разумные...","Удивление, принятие, уважение","Самостоятельность, честность, открытость","Переходный момент в отношениях родителя и взрослого ребёнка, смена ролей, принятие автономии молодого поколения.",перелом,семья,,,
3,Подростковый возраст сына,Трудности подросткового возраста и воспитания,"Вспоминает о сложностях переходного возраста сына: нехватка денег, плохая учёба, ранние походы в бары, но отмечает его коммуникативные навыки.","Ну, в силу того, что он всегда был крупным мальчиком, его в кабаки пускали, как будто бы он взрослый. То есть он довольно рано там с более старшими друзьями начал туда ходить.","Сдержанная тревога, ирония, принятие","Гибкость, коммуникация, жизненные навыки важнее оценок","Респондентка противопоставляет себя родителям с 'синдромом отличника', подчеркивая важность социальных навыков и адаптивности.",эпизод,"школа, семья",,,
4,"Взрослая жизнь, зрелость",Дружба и критерии близких отношений,"Определяет дружбу через честность, искренность, готовность говорить и слышать правду, а также взаимную поддержку, в том числе материальную.","Я всегда говорю правду в глаза. То есть человек должен воспринимать эту правду и не обижаться, и знать, что я поступаю это не потому, что я хочу его обидеть, а потому что я хочу ему сделать хорошо, открыв ему глаза.","Уверенность, требовательность","Честность, искренность, взаимопомощь, лояльность","Высокий уровень доверия и открытости в дружбе, ориентация на эмоциональную и материальную поддержку, критика поверхностных связей.",декларация,,,,
5,"Взрослая жизнь, профессиональное развитие",Формирование круга общения и профессиональные связи,"Друзья и приятели — в основном из детства, работы и учёбы. Некоторые отношения переросли из профессиональных в личные.","Я всех нашла. Причем все детства я с ними общаюсь, которые там остались... А приятельница одна, я тут что-то решила, тоже лет 15, 16 даже больше назад, решила что мне надо сменить профессию. Я пошла учиться на косметолога, и она там училась. И вот с тех пор мы как дружим.","Теплота, благодарность, лёгкая ирония","Постоянство, открытость новому, профессиональная солидарность","Сетевые связи строятся на длительных контактах, профессиональная мобильность способствует расширению круга общения.",эпизод,,,,
6,"Взрослая жизнь, профессиональное развитие",Образование и смена профессий,"Получила дополнительное образование (косметолог, экономист), но не всегда применяла его на практике. Учёба — способ самореализации и занятости в декрете.","Ой, это было, я никогда не применяла эти навыки, я просто поучилась, положила этот диплом, у меня ещё есть второе высшее, у меня ещё какие-то курсы там есть, ну чего только нету.","Ирония, самоуважение","Образование, саморазвитие, практичность","Образование используется как инструмент расширения возможностей и поддержания активности, особенно в периоды декрета.",эпизод,образование,,,
7,"Период после развода, взрослая жизнь",Опыт с домашними животными,"После развода и переезда по просьбе сына завели собаку, которая вскоре погибла. После этого респондентка отказалась от идеи заводить домашних животных.","Она у нас прожила 8 месяцев, она что-то сожрала и умерла. У нее случился заворот кишок. Я рыдала три дня. Я была вот как китаец. У меня глаза вообще не открывались.","Горе, печаль, категоричность","Эмоциональная привязанность, забота, самосохранение","Травматичный опыт потери питомца приводит к отказу от дальнейших попыток завести животных, несмотря на традицию в родительской семье.",перелом,,новая квартира после развода,,
8,"Взрослая жизнь, зрелость",Социальная поддержка и одиночество,"В случае трудностей обращается к близким подругам за материальной и моральной поддержкой. Одиночества не испытывает, комфортно проводит время в одиночестве.","Мне хорошо как с людьми, так и с самой собой. Я вообще, я могу целыми днями смотреть сериал, убираться, перебирать какие-то вещи и вообще ни с кем даже по телефону.","Уверенность, спокойствие, независимость","Самодостаточность, доверие, независимость","Сочетание социальной включённости и психологической автономии, умение обращаться за помощью и ценить личное пространство.",декларация,,,,
9,"Взрослая жизнь, зрелость",Здоровый образ жизни и отношение к спорту,"Старается питаться правильно, готовит дома, делает зарядку, но не занимается спортом регулярно. Признаёт лень и полагается на хорошие гены.","Я считаю, что у меня здоровая еда, я сама всегда готовлю... хотелось бы, конечно, еще побольше физической нагрузки, но я для этого слишком ленивая.","Самоирония, удовлетворённость","Здоровье, умеренность, реализм","Рациональный подход к здоровью, баланс между стремлением к ЗОЖ и признанием собственных ограничений.",декларация,,,,
10,"Взрослая жизнь, зрелость",Отношение к алкоголю,"Не курит, употребляет алкоголь умеренно, иногда может выпить одна, не считает это проблемой.","Я не курю, но я могу целую неделю вообще не принимать никакого алкоголя... Могу выпить одна. Я не считаю, что это алкоголизм.","Открытость, спокойствие","Умеренность, честность с собой","Нормализация умеренного употребления алкоголя, отсутствие стигмы по поводу одиночного употребления.",декларация,,,,
11,"Взрослая жизнь, зрелость","Факторы, влияющие на здоровье","Стресс на работе и в семье, финансовая нестабильность, забота о близких — основные негативные факторы. Положительное влияние — сон, питание, отдых.","Стресс в том числе и в семье, и не только на работе. Какие-то непредвиденные ситуации. Допустим, когда у меня мало денег на счете, я считаю, что у меня маленькая подушка безопасности осталась.","Тревога, рациональность","Безопасность, забота о близких, ответственность","Финансовая и семейная стабильность воспринимаются как ключевые условия благополучия, стресс — как универсальная угроза здоровью.",декларация,,,,
12,"Взрослая жизнь, зрелость",Возрастные изменения и отношение к досугу,"Чаще сталкивается с недомоганиями, усталостью, предпочитает спокойный отдых дома, стала меньше общаться, ценит личное пространство.","Я это называю, наверное, я уже немножечко стала поспокойней. Это когда придёшь домой, там что-нибудь фильм посмотреть, полежать, никуда не стись уже неохота.","Спокойствие, принятие, лёгкая грусть","Комфорт, личное пространство, самосохранение","Возрастные изменения приводят к переоценке досуга и социальных контактов, смещение приоритетов в сторону уединения и восстановления.",узел,,,,
1,"Зрелость, профессиональная деятельность",Отношение к медицине и медицинским практикам,"Респондентка — медицинский работник, придерживается доказательной медицины, но в прошлом использовала гомеопатию для сына. К БАДам относится скептически, предпочитает сертифицированные препараты.","Великолепно. Именно к ней я и отношусь. Но я не умоляю в ослуг гомеопатии, потому что когда у меня был сын маленький, я очень часто пользовалась гомеопатией. Она работает. Ну, в моем случае, не знаю. Бады ни в коем случае.","уверенность, рациональность","профессионализм, критическое мышление, забота о семье","Респондентка демонстрирует типичную для медицинских работников двойственность: официально поддерживает доказательную медицину, но в частной жизни допускает альтернативные практики, если они субъективно помогли.",декларация,медицина,,,True
2,"Зрелость, профессиональная деятельность",Оценка системы здравоохранения в России,"Респондентка отмечает коммерциализацию медицины, предпочитает выбирать специалиста, а не учреждение. Часто обращается в частные клиники из-за скорости и качества услуг.","Я бы пошла на специалиста. независимо, в каком он учреждении работает. ... если мне нужны будут какие-то дополнительные манипуляции, то сейчас я думаю, что быстрее это будет в частном центре.","прагматизм, некоторая неудовлетворённость","эффективность, индивидуальный подход","Переход к модели потребления медицинских услуг как сервиса, снижение доверия к государственным институтам, рост индивидуализации выбора.",декларация,государственная и частная медицина,,,True
3,"Зрелость, профессиональная деятельность",Качество медицинских услуг и специалистов,"Респондентка считает, что качество подготовки молодых врачей ухудшилось, ценит специалистов старой закалки. Доступ к качественной медицине возможен быстро только платно.","Платно быстро, бесплатно не быстро. ... Я считаю, что те люди, которые приходят сейчас врачи, это ужасно. Просто ужасно. Они мало что умеют, и они, главное, сами не хотят учиться.","разочарование, тревога","компетентность, профессионализм","Критика системы образования и профессиональной подготовки, ностальгия по прошлым стандартам, недоверие к молодым специалистам.",декларация,медицина,,,True
4,"Зрелость, родительство",Отношение к вакцинации,"Респондентка поддерживает обязательную вакцинацию для детей, но сама делает прививки только по необходимости или под давлением. Склонна рассматривать новые вакцины, если они имеют доказанную эффективность.","Я думаю, что это хорошая вещь, правильная и грамотная, но я никогда ей не пользовалась, кроме тех случаев, когда нас на работе насильно заставили делать прививки от ковида.","рациональность, осторожность","ответственность, забота о здоровье","Прагматичный подход к вакцинации, сочетание личного скепсиса и признания общественной пользы.",декларация,,,,True
5,"Зрелость, профессиональная деятельность",Профилактика и обращение к врачам,"Респондентка регулярно посещает стоматолога и гинеколога, в основном по страховке от работодателя. В бесплатную поликлинику ходит крайне редко.","Если бы, конечно, я ходила в простую поликлинику, мне кажется, я бы вообще туда никогда не ходила.","прагматизм, удовлетворённость","забота о себе, рациональность","Рост значимости корпоративных страховок, снижение доверия к бесплатной медицине.",эпизод,корпоративное медицинское страхование,,,True
6,Зрелость,Опыт негативного взаимодействия с медициной,"Редкий негативный опыт в платной клинике, когда специалист не сразу заметил проблему на УЗИ. В целом, платные услуги оценивает как более качественные.","Я такой думаю, ну нормально вообще-то, как я в платную клинику пришла, да. Давайте по-честному, то есть, ну, я считаю, что если вы считаете, что вы имеете право брать деньги с людей, да, то будьте любезны, предоставьте мне услуги...","раздражение, требовательность","справедливость, качество услуг","Ожидание высокого стандарта сервиса в платной медицине, критичность к ошибкам специалистов.",эпизод,,,,True
7,Зрелость,Психологическое здоровье и отношение к психотерапии,"После смены работы эмоциональное состояние улучшилось. К психологам не обращалась, но считает психологическую помощь важной, отмечает стигматизацию и низкую защищённость персональных данных.","Я считаю, что она нужна и важна, потому что бывают ситуации, когда люди вообще не понимают, что с ними происходит... люди все-таки у нас достаточно зашоренные в том плане, что если ты сходил к психиатру, значит, ты какой-то ненормальный...","рефлексия, сочувствие","осознанность, забота о себе и других","Осознание важности психологической помощи, но влияние культурных барьеров и недоверия к конфиденциальности.",декларация,,,,True
8,"Зрелость, забота о семье",Забота о здоровье близких,"Респондентка активно участвует в организации, финансировании и моральной поддержке родителей и ребёнка по вопросам здоровья.","Организационная, финансовая, моральная. Вся моя, всё моё.","ответственность, усталость","семья, забота, ответственность","Женская роль как основного координатора семейного здоровья, высокая нагрузка.",узел,,,,True
9,Зрелость,Страхи и забота о будущем здоровье,"Респондентка боится тяжёлых болезней и зависимости от других, стремится к самостоятельности и финансовой независимости в старости.","Я не хочу быть никому обузой. И как это, умереть во сне, это самый лучший исход в нашей жизни...","тревога, желание контроля","независимость, достоинство","Страх утраты автономии в старости, распространённый мотив среди женщин среднего возраста.",декларация,,,,True
10,Зрелость,Финансовая подушка и забота о будущем,"Респондентка формирует финансовую подушку на случай болезни или необходимости лечения, а также для покрытия кредитных обязательств.","я ее состою, чтобы если что-то случилось, то мне хотя бы хватило денег на лечение и на оплату какого-то во имени кредита.","осмотрительность, тревога","безопасность, финансовая грамотность",Финансовое планирование как способ снижения тревожности о будущем.,эпизод,,,,True
11,"Зрелость, профессиональная деятельность",Источники дохода и структура расходов,"Основной доход — зарплата, часть которой зависит от выполнения плана. Основные расходы — ипотека за дом и квартиру, квартплата, продукты.","Часть моего дохода зависит от того, выполню я план или не выполню. ... Сейчас это кредиты за дом и квартплата.","рациональность, некоторая усталость","стабильность, ответственность",Типичная структура расходов для представителей среднего класса с ипотечными обязательствами.,декларация,,,"ипотека, потребительский рынок",True
12,Зрелость,Экономия и приоритеты в расходах,"Респондентка экономит на второстепенных вещах, чтобы восстановить расходы на ремонт и создать подушку безопасности. Не готова экономить на здоровье и качественной еде.","Поэтому сейчас есть вещи, которые я раньше с легкостью покупала, а сейчас я думаю, надо мне это или не надо. ... На здоровье и на еде.","осознанность, прагматизм","здоровье, качество жизни","Переосмысление потребления, смещение приоритетов в сторону базовых потребностей.",декларация,,,,True
13,Зрелость,Покупательское поведение и маркетплейсы,"Респондентка активно использует маркетплейсы для повседневных покупок, предпочитает не ходить в магазины. Крупные покупки совершает по совету подруги.","Я в магазины практически не хожу. ... У меня есть подружка, которая всё читает и всё сравнивает.","удобство, доверие","рациональность, доверие к близким","Рост дистанционных покупок, делегирование сложных решений близким.",эпизод,,,маркетплейсы,True
14,Зрелость,Отношение к кредитам и финансовым инструментам,"Респондентка негативно относится к кредитам, кроме ипотеки. Недавно впервые взяла рассрочку на мебель, рассматривает возможность использования кредитной карты для контроля расходов.","Отрицательно. Из моего опыта у меня только были ипотеки, у меня было их несколько штук. ... Первый раз в жизни взяла диваны в рассрочку.","осторожность, эксперимент","финансовая дисциплина, самостоятельность","Осторожное отношение к кредитным продуктам, постепенное освоение новых финансовых инструментов.",перелом,,,"ипотека, рассрочка, кредитные карты",True
15,Зрелость,Финансовые привычки и хранение сбережений,"Сбережения хранит на банковском счёте с возможностью пополнения и снятия. Не сталкивалась с долгами, предпочитает не брать кредиты, рассматривает возможность занять у знакомых при необходимости.","Еще с банки, которые можно пополнять и снимать. ... Но это не банк. Очень большие проценты. Нет, это не банк.",осмотрительность,"безопасность, недоверие к банкам","Недоверие к банковским кредитам, ориентация на неформальные финансовые практики.",декларация,,,,True
16,"Зрелость, родительство",Платное образование для ребёнка,"Сын учится платно из-за не очень хорошего аттестата. Респондентка предпочла заплатить за обучение, чтобы избежать периода неопределённости.","Я решила, что я лучше сохраню свою нервную систему и заплачу За учебу, чем он будет тыкаться-мыкаться в разные учебные заведения.","прагматизм, забота","семья, спокойствие, рациональность",Платное образование как способ минимизации стресса и неопределённости для семьи.,эпизод,образование,,,True
17,Зрелость,Финансовая самостоятельность и принятие решений,"Респондентка самостоятельно принимает финансовые решения, не советуется с близкими, так как сама зарабатывает деньги.","Так как зарабатываю я, то нет. Никогда ни у кого не спрашиваю.","уверенность, независимость","самостоятельность, независимость","Финансовая автономия женщин, смещение традиционных семейных ролей.",декларация,,,,True
18,Зрелость,Гендерные роли и распределение обязанностей,"Считает, что зарабатывать должен мужчина или оба партнёра примерно одинаково, но мужчина не должен получать меньше женщины. Домохозяйство для себя не рассматривает.","Зарабатывать должен мужчина, либо должны зарабатывать оба примерно одинаковые. Большой разрыв не должен быть, тем более... Мужчина не должен получать меньше, чем женщина.",убеждённость,"традиционные гендерные роли, трудовая активность",Сочетание традиционных и современных взглядов на распределение ролей в семье.,декларация,,,,True
19,Зрелость,Деньги как свобода и безопасность,"Для респондентки деньги — это свобода выбора, передвижения, эмоций и безопасность. Без денег невозможна настоящая свобода.","это свобода. Но что безопасность — тоже свобода. Потому что если у тебя нет денег, ты не можешь получить эту свободу.","осознанность, философичность","свобода, безопасность",Деньги как универсальный ресурс для реализации жизненных целей и поддержания автономии.,декларация,,,,True
20,"Зрелость, предпенсионный возраст",Финансовые цели и мечты,"Респондентка мечтает накопить на собственный автомобиль, так как всегда пользовалась служебным. Считает, что на пенсии заработать на машину будет невозможно.","У меня все время служебный автомобиль, и настало такое время, что мне нужен свой. ... пенсия не за горами, и заработать на пенсии на автомобиль – это нереально.","решимость, реализм","самостоятельность, планирование","Финансовое планирование в предпенсионном возрасте, стремление к личной собственности.",узел,,,,True
1,"Зрелый возраст, профессиональная и семейная жизнь",Взаимодействие с полицией и государственными органами,"Респондентка делится опытом обращения в полицию по поводу порчи автомобиля. Отмечает, что процедура обращения стала проще за последние годы, но человеческий фактор и сокращение штатов негативно сказываются на качестве обслуживания.","Они все время пытаются сделать, как будто бы это ты виновата, что вот так случилось... Плюс сейчас, да, это все стало намного проще, вот эти обращения и все остальное.","Раздражение, неудовлетворенность, но с элементами понимания","Справедливость, эффективность, уважение","Опыт взаимодействия с полицией иллюстрирует типичную для российских граждан амбивалентность: с одной стороны, отмечается прогресс в цифровизации и упрощении процедур, с другой — сохраняется недоверие и ощущение вины при контакте с силовыми структурами.",эпизод,Полиция,,False,
2,Зрелый возраст,Опыт столкновения с мошенничеством,"Респондентка рассказывает о случае мошенничества при продаже земли через Авито, когда по собственной неосторожности потеряла небольшую сумму денег. В полицию не обращалась, так как считала себя виноватой и не знала, куда обращаться.","Я продавала, у меня земля была. И я продавала землю... благо на карте было всего 2000 рублей.","Смущение, легкое разочарование","Ответственность, самостоятельность","Случай отражает низкий уровень правовой грамотности и доверия к институтам защиты прав граждан в начале 2010-х годов, а также тенденцию к самообвинению при столкновении с мошенничеством.",эпизод,Полиция,,True,
3,"Зрелый возраст, развод",Оформление алиментов,"Респондентка подала на алименты без судебных разбирательств, так как бывший супруг работает официально, и процедура прошла быстро и просто.","Я просто пошла, подала на алименты и просто вычитали, и зарплаты у супруга нет, не судилась.","Удовлетворение, облегчение","Практичность, законность","Пример демонстрирует, что при официальном трудоустройстве бывшего супруга бюрократические процедуры могут быть относительно простыми и не требовать судебных тяжб.",эпизод,"Суд, организация-работодатель",False,,
4,"Средний возраст, родительство",Отношение к военной службе и патриотизм,"Респондентка выражает патриотизм и поддержку политики государства, но не хочет, чтобы сын служил в армии. Считает, что защищать Родину должны профессионалы.","Я считаю, что то, что сейчас происходит, это вынужденная мера... но я как мать... не рассматриваю своего сына в качестве.","Внутренний конфликт, тревога, патриотизм","Патриотизм, безопасность семьи, профессионализм",Отражает типичный для многих родителей конфликт между патриотическими установками и нежеланием подвергать детей риску.,декларация,Армия,,,True
5,"Зрелый возраст, профессиональная жизнь",Взаимодействие с налоговой и государственными выплатами,"Респондентка не сталкивалась с проблемами с налоговой, так как за нее платит организация. Государственных пособий не получает.","Нет, за меня платит моя организация, нет ничего такого.","Безразличие, спокойствие","Стабильность, надежность","Показывает, что официальное трудоустройство снижает риски и бюрократические сложности для граждан.",декларация,"Налоговая, работодатель",,,
6,Зрелый возраст,Просрочка по кредиту и взаимодействие с банком,"Один раз была просрочка по кредиту из-за отсутствия связи за границей, но банк пошел навстречу и не начислил штрафы.","Я успела заплатить до 12 часов следующего дня, и мне пошли навстречу, и мне не пересчитывали ни проценты, ни просрочку.","Благодарность, облегчение","Ответственность, доверие",Демонстрирует рост клиентоориентированности банков и возможность индивидуального подхода.,эпизод,Банк,,True,
7,Зрелый возраст,Оформление документов и взаимодействие с МФЦ,"Респондентка сталкивалась с долгим оформлением паспорта и неразборчивым штампом прописки, что создает трудности. В остальном опыт взаимодействия с МФЦ и электронными сервисами положительный.","В штампе, где прописка, там вообще как курица лапой написала. Все, кто теперь читает, они вообще не понимают, какой адрес там написан.","Раздражение, недоумение, удовлетворение (по МФЦ)","Порядок, качество услуг","Показывает противоречие между цифровизацией и человеческим фактором в госуслугах: сервисы становятся удобнее, но ошибки и небрежность сохраняются.",узел,"МФЦ, паспортный стол",,,
8,Зрелый возраст,Общее восприятие государства и его институтов,"Респондентка отмечает, что качество государственных услуг улучшилось, но многое зависит от человеческого фактора и нехватки кадров. Отмечает прогресс в банковской системе и цифровизации госуслуг.","Хотелось бы, чтобы там всё чётко, быстро, эффективно, но просто, ну не знаю, может, характер такой. Я пытаюсь с пониманием это.","Сдержанный оптимизм, понимание, легкая критика","Эффективность, человечность, развитие","Отражает типичную для среднего класса позицию: признание прогресса, но критика из-за человеческого фактора и нехватки квалифицированных кадров.",декларация,Государственные органы,,,
