id,life_stage,theme,summary,quote,emotion,values,sociological_note,type,institution,housing_promised,market_participation,collapse_context
3,"Настоящее время, семейная жизнь",Здоровье и самочувствие,"Респондент отмечает проблемы со здоровьем, связанные с состоянием супруги, что влияет на его концентрацию и усталость.","С супруги, потому что она жалует, что меня периодически качает... Чувствую себя рассеянным, у меня пропадает концентрация внимания, я чувствую себя сильнее, устаю.","беспокойство, усталость","забота о семье, здоровье","Здоровье воспринимается как семейная проблема, влияющая на качество жизни и финансовое положение.",эпизод,,,,True
4,"Настоящее время, семейная жизнь",Финансовое положение семьи,"Семья живёт на среднем уровне: хватает на основные нужды, но не на крупные покупки или поездки за границу.","Нам бы хватает денег на покупку простой бытовой техники, на одежду, на обеспечение основных нужд, потребностей. Но там такое, как заграничную поездку или новый автомобиль с нуля, мы бы, наверное, не могли себе позволить.","умеренное удовлетворение, реализм","достаточность, рациональность",Позиция «среднего класса» с акцентом на базовые потребности и ограниченные возможности для роскоши.,декларация,,,"покупка бытовой техники, одежды, базовых товаров",True
5,"Настоящее время, семейная жизнь",Источники дохода и сбережения,"Основные доходы — зарплаты и небольшие вклады под проценты. Были попытки инвестирования на бирже, но это не стало постоянным источником дохода.",В основном это наши зарплаты плюс вклады. Один небольшой у меня и у супруги. Вклады под проценты.,"спокойствие, прагматизм","стабильность, осторожность","Семья использует традиционные и относительно безопасные финансовые инструменты, с осторожным отношением к риску.",декларация,,,"банковские вклады, краткосрочные инвестиции",True
6,"Настоящее время, семейная жизнь",Структура расходов и приоритеты,"Основные расходы — питание, одежда, медицина, нужды ребёнка. На этих статьях экономить не готовы, особенно на питании и лекарствах.","Не готовы экономить, но это, наверное, питание, здоровое питание, раз... Лекарства, необходимые лекарства.","уверенность, забота","здоровье, забота о семье, качество жизни",Расходы на здоровье и питание воспринимаются как жизненно необходимые и не подлежащие сокращению.,декларация,,,,True
7,"Настоящее время, семейная жизнь",Покупательское поведение и спонтанные покупки,"Респондент старается избегать спонтанных покупок, но иногда покупает вещи для отца в секонд-хенде, руководствуясь практичностью.","Если я вижу хорошие рубашки, которых нет у отца... Я в итоге принимал решение за отца, чтобы купить какую-то вещь ему, которая мне понравилась.","забота, лёгкая неуверенность","практичность, забота о близких",Покупки для других членов семьи — проявление заботы и рационального подхода к потреблению.,эпизод,,,секонд-хенд,True
8,"Настоящее время, семейная жизнь",Покупки на маркетплейсах,"Семья регулярно покупает товары для дома и сада на маркетплейсах, но одежду предпочитает приобретать офлайн.","Покупаем, но большей частью не вещи... В основном это была электроника и что-то для гарда, для сада, для дома.",удовлетворение,"удобство, функциональность","Маркетплейсы используются как удобный канал для приобретения специализированных товаров, но не для одежды.",декларация,,,маркетплейсы,True
9,"Настоящее время, семейная жизнь",Отношение к новым и подержанным вещам,"Респондент готов покупать подержанные вещи, если они функциональны и в хорошем состоянии, особенно в секонд-хенде.","Я так как бы смотрю, что вещи можно взять и подержанную, если она функциональна, если она неплохо выглядит и работоспособная.",прагматизм,"рациональность, экономия",Готовность к покупке подержанных вещей свидетельствует о прагматичном отношении к потреблению.,декларация,,,секонд-хенд,True
10,"Взрослая жизнь, семейная жизнь",Опыт кредитования,"Семья брала кредит на покупку квартиры и иногда пользуется картой рассрочки для оплаты коммунальных услуг, быстро гасит задолженность.","Помимо покупки нашей квартиры в кредит... Ещё я пользуюсь Карта Халва, например, тоже считается как кредитная карта, карта рассрочки...",контролируемое отношение к долгам,"финансовая дисциплина, ответственность","Кредиты используются только по необходимости, с акцентом на быструю выплату и минимизацию долговой нагрузки.",эпизод,,True,,True
11,"Взрослая жизнь, попытки самореализации",Опыт инвестирования,"Респондент пробовал торговать акциями через брокерский счёт, но не рассматривает это как серьёзный источник дохода.","Я пробовал торговать акциями на нашей бирже ММВБ. Я не назвал бы это источником дохода, просто, скажем так, я попробовал...","любопытство, умеренное разочарование","саморазвитие, осторожность","Попытка освоить новые финансовые инструменты, но с осторожным выводом о рисках и нестабильности.",эпизод,,,фондовый рынок,True
12,"Настоящее время, семейная жизнь",Покупки продуктов и отношение к процессу,"Покупка продуктов воспринимается как обязанность, но иногда приносит удовольствие, особенно если покупается что-то приятное для семьи.","Понятно, что это в каком-то плане обязанность, а в каком-то плане... когда покупаешь что-то сладкое для себя, для ребёнка, наверное, испытываешь какое-то эстетическое удовольствие.",нейтрально-позитивный,"забота о семье, бытовая стабильность","Потребление продуктов — часть семейной рутины, но может быть источником небольших радостей.",декларация,,,продуктовые магазины,True
13,"Настоящее время, семейная жизнь",Питание вне дома и полуфабрикаты,"Семья редко пользуется доставкой еды и редко питается вне дома, но периодически покупает полуфабрикаты.","С доставкой практически кроме, по-моему, отдельного заказа суши, по-моему, мы ей более не пользовались. Нет.",нейтрально-прагматичный,"экономия, домашний уклад","Преобладает домашнее питание, полуфабрикаты используются как компромисс между удобством и экономией.",декларация,,,полуфабрикаты,True
14,"Настоящее время, семейная жизнь",Сбережения и финансовые трудности,"Семья старается откладывать деньги, но крупные траты на лечение или стоматологию могут полностью съесть накопления.","Когда предстоят какие-то крупные траты, вот как, например, поездки на лечение... мы ни копейки не смогли отложить, даже наоборот, вынуждены были залезть в бюджет.","беспокойство, реализм","финансовая безопасность, здоровье","Здоровье — основной фактор риска для семейного бюджета, сбережения нестабильны.",эпизод,,,,True
15,"Взрослая жизнь, образование",Платное и бесплатное образование,"Респондент и его ребёнок пользовались платными образовательными услугами (курсы, кружки), но выбор между платным и бесплатным зависит от качества.","Если, скажем так, бесплатный устраивает по качеству, по набору услуг, то, наверное, бы остановились на нем.",рациональность,"качество образования, прагматизм",Платные услуги рассматриваются как вынужденная мера при недостаточном качестве бесплатных.,декларация,образовательные учреждения,,,True
16,"Настоящее время, семейная жизнь",Гендерные роли и семейный бюджет,"В семье были споры о том, кто должен обеспечивать, но пришли к выводу, что в их ситуации работать должны оба супруга.","В нашей ситуации, у нас пока нет такой возможности... работать надо всем, и это без вариантов.","примирение, реализм","равенство, адаптация к обстоятельствам","Гибкое отношение к традиционным ролям, адаптация к экономическим реалиям.",узел,,,,True
17,"Настоящее время, семейная жизнь",Смысл денег,"Деньги воспринимаются как свобода выбора и возможности, а не только как источник напряжения.","Наверное, деньги в нашем случае – это свобода, свобода выбора, свобода пользования, допустим, какими-то благами цивилизации...","оптимизм, мечтательность","свобода, возможности","Деньги — инструмент расширения жизненных горизонтов, а не самоцель.",декларация,,,,True
18,"Настоящее время, семейная жизнь",Отношение к богатству и работе,"Даже при гипотетическом выигрыше крупной суммы респондент не уверен, что бросил бы работу, считая, что деньги не вечны.","Любые деньги, будь то халявные или нет, за они все равно рано или поздно кончатся. И, соответственно, работать все равно надо.","реализм, умеренный скепсис","трудолюбие, ответственность","Работа воспринимается как неотъемлемая часть жизни, даже при наличии финансовой независимости.",декларация,,,,True
19,"Настоящее время, семейная жизнь",Финансовые цели и инфляция,"В условиях инфляции и политической нестабильности семья не ставит глобальных целей по накоплению, главная задача — не залезть в долги.","Видя нашу инфляцию, которая съедает большую часть накоплений... наша пока задача не залезть в долги.","тревога, осторожность",финансовая безопасность,"Экономическая нестабильность влияет на стратегию семьи, смещая акцент с накоплений на выживание.",декларация,,,,True
20,"Настоящее время, семейная жизнь",Опыт взаимодействия с государственными органами,"Обращения в госорганы воспринимаются как вынужденная необходимость, к которой стараются не прибегать без острой нужды.","Ассоциации... Ну, как вынуждена необходимость. Не знаю, как то, что мы без большой нужды стараемся не делать.","отстранённость, формальность","самостоятельность, минимизация контактов с бюрократией","Недоверие и дистанция по отношению к государственным институтам, характерные для многих россиян.",декларация,государственные органы,,,True
21,"Взрослая жизнь, отдельные случаи",Опыт обращения в полицию,"Респондент дважды обращался в полицию: при краже и при обнаружении тела. Опыт оценивает как формальный, но корректный.","Полицейские, на мой взгляд, поступили корректно, по уставу, по этикету... Но так как-то это было сделано больше к формальному подходу.","нейтральность, лёгкая отчуждённость","справедливость, формальность","Взаимодействие с полицией воспринимается как формальная процедура, без личного участия со стороны сотрудников.",эпизод,полиция,,,True
22,"Взрослая жизнь, отдельные случаи",Опыт обращения в суд,"Супруга респондента обращалась в суд по поводу затопления квартиры, чтобы добиться компенсации.","По-моему, в суд у меня обращалась супруга, но это было связано не с ней, а по поводу затопления квартиры...","деловитость, прагматизм","справедливость, защита собственности","Суд используется как инструмент защиты имущественных интересов, при необходимости.",эпизод,суд,True,,True
1,"Взрослая жизнь, решение юридических вопросов",Взаимодействие с судебной системой и исполнительными органами,"Респондент описывает опыт получения судебного решения в свою пользу и последующие трудности с исполнением решения и получением возмещения через исполнительный лист. Процесс затянулся на три года, органы действовали формально.","Мы довольны тем, что мы получили решение суда в нашу пользу... Но так как это исполнялось, что мы потом с этим исполнительным листом бегали... выясняли, что он не работает официально, что с него взять практически нечего.","Умеренное разочарование, усталость, некоторая удовлетворенность результатом","Справедливость, законность, формальное исполнение обязанностей","Опыт респондента иллюстрирует типичную ситуацию с исполнением судебных решений в России: формальное исполнение, затяжные сроки, низкая эффективность взыскания с неофициально работающих должников.",эпизод,"Суд, УФСИН, исполнительная служба",False,False,
2,"Юность, переход к взрослой жизни",Воинская обязанность и здоровье,Респондент не служил в армии по состоянию здоровья: хроническая бессонница и проблемы с сердцем привели к получению категории годности 'С' и 'белого билета'.,"Нет, так вышло, что я не попал по здоровью... Это то, что я рассказывал про вот эту, как называется, бессонницу... В сердечной линии у меня тоже нашли пролапс клапана...","Спокойствие, легкая отстраненность","Здоровье, принятие обстоятельств","Случай респондента отражает распространенную практику освобождения от службы по медицинским показаниям, а также демонстрирует отношение к воинской обязанности как к формальности, зависящей от состояния здоровья.",эпизод,"Военкомат, медицинская комиссия",,False,
3,"Взрослая жизнь, оформление документов и жилья","Бюрократические процедуры: жилье, права, прописка","Респондент вспоминает опыт оформления документов на жилье и водительских прав. Отмечает, что процесс был формализован, но не вызывал особых сложностей.","Я просто застал то время, когда еще выдавались эти сертификаты на жилье в виде бумажного такого документа... Все было проделано по тем этапам, которые расписаны. У меня не было тогда сложностей.","Нейтральность, удовлетворенность","Порядок, следование процедурам","Респондент демонстрирует адаптацию к бюрократическим процедурам и отсутствие критики по отношению к ним, что характерно для людей, привыкших к формализованным государственным сервисам.",эпизод,"Госуслуги, ГИБДД, жилищные органы",True,False,
4,Взрослая жизнь,Доверие к государственным органам,"Респондент оценивает свое доверие к государственным органам как среднее, отмечая, что не имел большого опыта взаимодействия с ними, кроме полиции, судов и санитарных служб.","Ну, наверное, средние. Просто я, наверное, не так уж много общался с органами настолько, чтобы оценить их на такие критические минимумы, максимумы.","Сдержанность, умеренность","Объективность, осторожность в суждениях","Средний уровень доверия к государственным органам типичен для респондентов с ограниченным опытом взаимодействия, что снижает как позитивные, так и негативные оценки.",декларация,"Полиция, суд, санэпидемстанция",,False,
5,Взрослая жизнь,Оценка социальной политики государства,"Респондент отмечает, что государство делает многое для детей и пенсионеров, особенно военных, но считает, что в сфере медицины и обеспечения жильем поддержки недостаточно.","Мое мнение, что наше государство много чего делает для детей... Но, наверное, все равно, с точки зрения медицины, это недостаточно.","Умеренная критика, реализм","Социальная справедливость, забота о слабых",Респондент разделяет распространенное мнение о приоритетах социальной политики и указывает на проблемы в здравоохранении и жилищном обеспечении.,декларация,"Социальные службы, пенсионный фонд",,False,
6,Взрослая жизнь,Отношение к государственным монополиям,"Респондент считает монополию РЖД скорее минусом, но лично не сталкивался с проблемами. В сфере ЖКХ и энергетики также не испытывает серьезных нареканий.","Ну, наверное, что РЖД монополист, это, наверное, скорее минус... но у меня, скажем так, вот пока мы путешествовали с супругой, у меня таких проблем не было.","Нейтральность, прагматизм","Практичность, отсутствие идеологических предубеждений","Личный опыт респондента влияет на восприятие эффективности монополий, несмотря на общее критическое отношение к монополизации.",декларация,"РЖД, ЖКХ, энергетика",,True,
7,Взрослая жизнь,Понимание устройства власти и отношение к ней,"Респондент демонстрирует базовое знание структуры власти (законодательная, исполнительная, судебная), отмечает необходимость госслужбы и выражает лояльное отношение.","Ну, зная, что власть делится на законодательную, исполнительную и судебную... госслужба это та вещь, которой так или иначе она должен кто-то заниматься.","Спокойствие, лояльность","Порядок, государственность",Респондент воспроизводит школьные знания о власти и демонстрирует умеренно лояльную гражданскую позицию.,декларация,Государственная власть,,False,
8,Взрослая жизнь,Оценка работы региональной и федеральной власти,"Респондент затрудняется дать оценку в целом, но отмечает проблемы с доступностью медицинских услуг на региональном уровне (долгая очередь к врачам-специалистам).","Я попал к врачу через 8 месяцев после своего первого приступа, связанного с нажатием пищевода. Я считаю, что это ненормально.","Недовольство, критика","Доступность медицины, эффективность госуслуг","Критика здравоохранения — типичный мотив в оценках региональной власти, особенно в части доступности специалистов.",эпизод,"Региональная власть, поликлиника",,False,
9,Взрослая жизнь,Обсуждение политики в повседневной жизни,"Политика обсуждается с коллегами только в связи с рабочими вопросами (например, закрытие дорог), общая политика и коррупционные скандалы обсуждаются редко и эпизодически.","Мы с коллегами в основном обсуждаем то, что связано по работе... если когда-то касается общей политики... это так, как бы от случая к случаю происходит.","Безразличие, прагматизм","Практичность, профессионализм","Политика воспринимается как далекая от повседневных забот, обсуждается только в связи с непосредственными интересами.",декларация,Рабочий коллектив,,True,
10,Взрослая жизнь,Гражданская субъектность и отношение к политике,"Респондент не верит в возможность влиять на политику страны, ощущает себя способным влиять только на локальные вопросы (например, благоустройство двора).","Я знаю, что могу повлиять на чистоту и обустройство кустарников в своем дворе. Я сомневаюсь, что я могу что-то делать в области глобальной политики.","Пессимизм, смирение","Реализм, локальная активность","Типичная для современной России позиция ограниченной гражданской субъектности, фокус на локальных инициативах.",декларация,Местное самоуправление,,False,
11,"Взрослая жизнь, период СВО",Влияние СВО на жизнь и отношение к ней,"Респондент негативно относится к СВО, отмечает экономические последствия для своей работы (рост цен, перебои с поставками, неопределенность), выражает сочувствие участникам.","Ну, вы знаете, как снабженец, вагист, я отношусь к этому отрицательно. Потому что у нас после того, как после 24 февраля 2022 года у нас начали резко скакать цены...","Боль, досада, сочувствие","Стабильность, гуманизм, экономическая безопасность","Экономические последствия СВО воспринимаются как личная угроза, что формирует негативное отношение к политике государства.",перелом,"Рабочее место, рынок",,True,
12,Взрослая жизнь,Участие в выборах,"Респондент обычно участвует в выборах, если находится по месту регистрации.","Ну, как правило, да. Если ничего не мешает, если я нахожусь на своем по месту регистрации, то, как правило, да, участвую.","Спокойствие, формальность","Гражданский долг, формальное участие","Участие в выборах воспринимается как рутинная обязанность, без выраженного энтузиазма.",декларация,Избирательная комиссия,,False,
13,Взрослая жизнь,Отношение к распределению бюджетных средств,"Респондент не имеет четкой позиции по поводу справедливости распределения бюджета, отмечает абстрактность и непрозрачность процесса.","Такой вопрос настолько абстрактный, настолько от меня далекий.","Безразличие, дистанция","Скептицизм, осторожность",Недоверие и дистанция к вопросам макроэкономики и бюджетной политики типичны для обывателя.,декларация,Государственный бюджет,,False,
14,Взрослая жизнь,Отношение к внутренней и внешней политике России,"Респондент считает, что Россия пытается играть роль сверхдержавы, что выглядит нелепо из-за продолжающихся экономических связей с недружественными странами. Внутренняя политика оценивается положительно в части поддержки ветеранов и семей, но отмечается необходимость контроля миграции.","Россия пытается играть свою роль сверхдержавы... Просто делаем это через... левые схемы, получается, через перекупку, через нескольких дилеров и поставщиков.","Ирония, критика, умеренное одобрение","Прагматизм, социальная поддержка, безопасность",Респондент демонстрирует критическое отношение к внешней политике и прагматичный взгляд на внутренние меры поддержки.,декларация,"Государство, внешнеэкономические связи",,True,
15,Взрослая жизнь,Потребление новостей и информационных технологий,"Респондент получает новости через телевизор и интернет, преимущественно через Яндекс.Дзен, не проявляет высокой вовлеченности в политическую повестку.","Я периодически, когда смотрю погоду утром и иногда смотрю новости вечером, в основном через телевизор или через интернет узнаю, часто через приложение «Яндекс. Дзен».","Нейтральность, умеренный интерес","Информированность, технологическая адаптация","Преобладание пассивного потребления новостей характерно для широкой аудитории, не вовлеченной в политическую жизнь.",декларация,Медиа,,False,
16,Взрослая жизнь,Использование цифровых технологий и соцсетей,"Респондент считает себя знакомым с соцсетями и искусственным интеллектом, использует ВКонтакте, Одноклассники, Telegram для общения, работы и получения информации.","Ну, я знаю, что это такое некоторыми соцсетями, типа пользователь... ВКонтакте пользуюсь часто. Одноклассниками в последнее время от случая к случаю... Telegram... у меня есть ветка Telegram, там есть я подписан на пару интересных сообществ.","Уверенность, спокойствие","Технологическая грамотность, профессионализм","Респондент демонстрирует типичный для зрелого пользователя паттерн: использование соцсетей преимущественно для коммуникации и работы, а не для развлечения.",декларация,"Социальные сети, мессенджеры",,True,
1,"Молодость, ранняя зрелость",Опыт онлайн-знакомств,"Респондент вспоминает свой опыт использования сайтов знакомств, отмечая, что пробовал знакомиться через МАМБу и Знакомства Mail.ru, но считает интернет-знакомства в целом некачественными и разочаровывающими.","Ай, интернет-знакомство — это, по сути, помойка, где много людей, много неадекватов, много человек, которые приходят не с теми целями, с которыми они заявили.","Разочарование, скепсис","Открытость к новому опыту, но критичность, ценность искренности","Опыт онлайн-знакомств воспринимается как неудачный и не соответствующий ожиданиям, что типично для части пользователей старших возрастных когорт, для которых традиционные формы знакомства более предпочтительны.",эпизод,,,"Пробовал онлайн-знакомства, но не интегрировался в рынок онлайн-дейтинга",
2,"Зрелость, настоящее время",Использование цифровых сервисов и приложений,"Респондент активно пользуется мобильными приложениями для банковских операций, такси, оплаты услуг, навигации и других бытовых задач.","Пользуюсь Яндекс. Го, такси, пользуюсь, ну, ДМС у меня подключена к приложению Ингостраха... Пользуюсь картами Яндекса.","Практичность, удовлетворение","Рациональность, удобство, технологическая адаптация","Демонстрирует высокий уровень цифровой грамотности и интеграции в цифровую инфраструктуру города, что характерно для среднего класса крупных городов.",декларация,,,Активный пользователь цифровых сервисов,
3,"Зрелость, недавнее прошлое",Отказ от личного автомобиля,"Семья продала старую машину из-за нерентабельности ремонта и пока не приобрела новую, предпочитая такси и пешие передвижения.","Машина у нас уже была такая неновенькая, поддержанная в 2011 году... мы приняли решение ее продать, и пока новую не купили.","Рациональность, легкая ностальгия","Экономическая целесообразность, прагматизм",Отказ от автомобиля в пользу такси и общественного транспорта отражает тренд урбанизации и рационализации расходов в условиях экономической неопределенности.,узел,,False,,
4,"Зрелость, настоящее время",Впечатления от искусственного интеллекта,"Респондент с интересом использует ИИ для решения профессиональных и бытовых задач, но отмечает риски для образования и профессии.","Он мне буквально за минуту накидал такую вот рыбу письма, которую я вот взял, скопировал себе в Word, переделал под себя и на полном серьезе отправил...","Удивление, осторожный оптимизм","Инновационность, практичность, ответственность","Видит в ИИ как помощника, так и угрозу профессиональной идентичности и образовательным стандартам, что типично для представителей профессий, подверженных автоматизации.",эпизод,"Работа, обучение",,,
5,"Зрелость, родительство",Родительский контроль и цифровая социализация ребенка,"Семья ограничивает время дочери с гаджетами, старается формировать осознанное отношение к технологиям.","Пока учит уроки, даже забирали у нее телефон, до этого доходило.","Забота, умеренная тревога","Ответственность, воспитание, баланс","Родители стремятся контролировать цифровое потребление ребенка, что отражает распространенные опасения по поводу влияния технологий на детей.",эпизод,,,,True
6,"Зрелость, настоящее время",Личное цифровое поведение и рефлексия,"Респондент осознает, что иногда проводит слишком много времени в соцсетях, отмечает склонность к прокрастинации и потреблению новостей.","Когда делать нечего, как бы проводишь времени даже больше, чем надо.","Самокритика, легкая вина","Осознанность, саморефлексия","Рефлексия по поводу цифрового поведения характерна для людей, стремящихся к саморегуляции в условиях информационного перенасыщения.",декларация,,,,
7,"Зрелость, пандемия и после",Использование игр для отвлечения,В период пандемии и ранее респондент играл в компьютерные и мобильные игры для снятия стресса и отвлечения.,"Ландскейп играл года два назад, самолетик играл, по-моему, года 4-5 назад, как раз во времена пандемии.","Ностальгия, легкая ирония","Психологическая разгрузка, баланс между работой и отдыхом",Использование игр как способа справиться со стрессом типично для периода пандемии и самоизоляции.,эпизод,,,,
8,"Зрелость, настоящее время",Влияние ИИ на будущее,"Респондент ожидает, что ИИ будет все больше влиять на профессиональную и бытовую жизнь, но относится к этому с осторожностью.","Думаю, что может повлиять, да, что не за горами то время, когда, наверное, искусственному интеллекту действительно поручат какие-то функции секретарей...","Осторожный интерес, тревога","Адаптивность, готовность к переменам","Восприятие ИИ как неизбежного элемента будущего, но с опасениями по поводу его влияния на рынок труда.",декларация,,,,
9,"Зрелость, последний год",Семейные трудности и здоровье,"Последний год был отмечен болезнью супруги, поездками на лечение, что стало эмоционально тяжелым событием.","Это, наверное, проблемы с супругой, с лечением, с поездками в Москву, в Питер. Что столкнулось с тем, что есть такая проблема, болячка, которую быстро не решить.","Тревога, усталость, принятие","Семья, поддержка, стойкость","Заболевание близкого становится центральным событием года, смещая фокус с личных и профессиональных достижений на заботу и выживание.",перелом,,,,True
10,"Зрелость, последний год",Путешествия и положительные моменты,Командировка в Турцию после долгого перерыва стала редким положительным событием года.,"Была у меня еще одна поездка, командировка в Турцию после долгого перерыва, в которой я порадовался, что довелось съездить за границу.","Радость, благодарность","Открытость миру, профессиональное развитие",Путешествия воспринимаются как редкая возможность отвлечься и получить положительные эмоции в сложный период.,эпизод,,,,
11,"Зрелость, настоящее время",Отношение к будущему и планированию,"Респондент с настороженностью смотрит в будущее, не строит долгосрочных планов из-за неопределенности, фокусируется на текущих бытовых задачах.",Нет пока таких не строим сложно строить какие-то планы с такой ситуацией,"Настороженность, неопределенность","Осторожность, адаптация",Отсутствие долгосрочного планирования связано с общей социальной и экономической нестабильностью.,декларация,,,,
12,"Зрелость, рефлексия",Философия жизни и ценности,"Респондент считает, что смысл жизни — в активности, самостоятельности, заботе о семье и в том, чтобы оставить после себя след.","Вода не течет под лежачий камень, что ничего сверху не падает, что всего надо добиваться своими усилиями, своим трудом.","Уверенность, философская зрелость","Трудолюбие, самостоятельность, ответственность, семья",Традиционные ценности самостоятельности и труда сочетаются с рефлексией о смысле жизни и желанием оставить наследие.,декларация,,,,
13,"Зрелость, рефлексия",Счастье и семейные ценности,"Счастье для респондента — это здоровье и благополучие семьи, стабильность и предсказуемость.","Наверное, когда все здоровы, сыты, когда ребенок счастлив, когда... Все как бы идет по плану, наверное, так.","Теплота, спокойствие","Семья, здоровье, стабильность",Семейное благополучие и здоровье выступают ключевыми ориентирами жизненного успеха.,декларация,,,,
14,"Зрелость, рефлексия",Саморазвитие и сожаления,"Респондент сожалеет о некоторых профессиональных выборах, но в целом доволен жизнью, отмечает удачу в семье и окружении.","Знал бы заранее, что буду работать в автопроме, может быть, пошел бы дополнительно учиться не на гуманитарный факультет, а на автомобиль и трактор.","Легкая грусть, принятие","Саморазвитие, принятие прошлого, благодарность",Рефлексия о профессиональном пути и сожаления о выборе образования типичны для зрелого возраста.,декларация,,,,
15,"Зрелость, рефлексия",Отношение к смерти и религии,"Смерть воспринимается как неизбежное, но отдаленное событие; религиозность в семье выражена умеренно.","Наверное, сейчас я это воспринимаю как что-то неизбежное, но что наступит неизвестно когда, когда-нибудь потом...","Спокойствие, дистанция","Принятие, умеренная религиозность","Отношение к смерти рационализировано, религиозные практики нерегулярны, что характерно для светских семей.",декларация,Церковь (эпизодически),,,
16,"Зрелость, рефлексия",Рефлексия после интервью,"Интервью стало поводом задуматься о себе, отношениях с родителями и семье, необходимости уделять больше внимания близким.","Интересно вот оценить, ну, в частности, отношения с родителями, отношения в семье, что что-то было, допустим, да, вот чему-то я, возможно, не уделяю достаточно внимания, надо, в общем, уделять больше.","Саморефлексия, легкая грусть","Семья, забота о близких, самопознание",Глубинное интервью способствует осмыслению жизненного пути и актуализации семейных ценностей.,узел,,,,
1,зрелость / рефлексия над жизненным путем,Мировоззрение и социальное влияние,"Респондент размышляет о том, как на формирование личности влияют не только родители, но и общество, улица, а также государство. Он подчеркивает важность равных стартовых возможностей, образования и личной воли.","Наверное, в наших силах, в силах государства в том числе, сделать жизнь такой, чтобы человек мог действительно раскрыть себя, мог получить хорошее образование, мог получить и мог иметь одинаковые стартовые возможности, что, кстати, важно.","рефлексивный, спокойный, немного философский","равенство возможностей, образование, личная ответственность, коллективная ответственность, влияние среды","Респондент демонстрирует сложившееся мировоззрение, в котором сочетаются идеи личной ответственности и коллективного участия (семья, государство, общество) в формировании жизненного пути. Отмечается критическая рефлексия по поводу роли институтов и среды.",декларация,"государство, семья, школа",,,
002,завершение интервью / взаимодействие с исследователем,Открытость и вопросы приватности,"Респондент выражает благодарность за интервью, уточняет вопросы приватности и публикации рассказа, проявляет осторожность в отношении раскрытия личных данных.","Весь мой рассказ не окажется где-то опубликованным. Не, не, не, ни в коем случае. С моими именем и фамилией.","осторожность, благодарность","приватность, безопасность, открытость в диалоге","Респондент проявляет доверие к исследователю, но одновременно подчеркивает важность анонимности и защиты личных данных, что типично для современных интервьюируемых в условиях цифровизации.",эпизод,,,,
