id,life_stage,theme,summary,quote,emotion,values,sociological_note,type,institution,housing_promised,market_participation,collapse_context
5,Подростковый возраст (1990-е),"Влияние 90-х, первая социализация вне семьи","В 90-е годы попала под влияние 'плохой компании', вела аморальный образ жизни: курила, пила, дралась. Описывает атмосферу рынка, где продавались импортные вещи, и где ее отец начал заниматься бизнесом. Семья пережила трансформацию, отец стал предпринимателем.","Пила такой, можно сказать, аморальный образ жизни. На матом я не ругалась, я на нем разговаривала. Была я такая, что, блядь, курила, пила, собирались с компаниями, дрались, чего только не было.","самоирония, некоторая грусть, откровенность","свобода, протест, самостоятельность","Поколенческий опыт подростков 90-х: резкая смена социальных норм, появление новых форм досуга и способов социализации, ранний опыт участия в рыночных отношениях через семью.",эпизод,,,True,
6,"Юность (окончание школы, поступление в вуз)","Поступление в вуз, студенчество","После окончания школы с помощью отца поступила в вуз. Сначала училась на программировании, затем перевелась на экономику и психологию. Студенческие годы вспоминает как самое счастливое и беззаботное время, с дружной группой и интересными преподавателями.","Наверное, тоже было самое счастливое беззаботное время. То есть вроде бы и взрослое, но и достаточно свободное посещение. То есть не было такого контроля, как в школе...","ностальгия, радость","дружба, свобода, саморазвитие","Студенчество — период формирования самостоятельности, расширения социальных связей, поиска себя. Перевод с одного факультета на другой отражает поиск подходящей образовательной траектории.",эпизод,"вуз (Казанский авиационный институт, экономический факультет)",,,
7,Ранняя взрослая жизнь,Поиск работы и профессиональная идентичность,"После окончания вуза столкнулась с трудностями поиска работы, работала секретарём, на телеканале, но не задерживалась из-за низкой оплаты и унизительного отношения. Открыла ИП, торговала на рынке, затем в магазине, позже занялась журналистикой и туризмом. Сейчас развивает творческие направления: актерское мастерство, ведение мероприятий, блогерство.","Очень тяжело было работу найти, куда я только не устраивалась. И секретарём я работала в офисе. Сколько унижений было, когда я приходила, как на собеседование обращались...","разочарование, настойчивость, оптимизм","самостоятельность, свобода, творческая самореализация",Трудности трудоустройства после вуза — типичная проблема для молодых специалистов 2000-х. Переход к предпринимательству и фрилансу отражает тренд на индивидуализацию занятости и уход от традиционной офисной работы.,узел,"рынок, ИП, СМИ, туристическая сфера",,True,
8,Взрослая жизнь (настоящее время),Текущая профессиональная деятельность и ценности,"Работает турагентом, параллельно развивает творческие проекты (актерское мастерство, ведение мероприятий, блогерство). Главная ценность — свобода распоряжаться своим временем, отсутствие начальства, независимость. Минус — нестабильность дохода.","Плюс у меня есть свобода, я сама распоряжаюсь своим временем, я никому ничего не обязана, ни от кого не завишу.","удовлетворение, реализм","свобода, независимость, самореализация",Респондентка иллюстрирует современный тренд на гибкую занятость и отказ от традиционной офисной работы. Для нее важна возможность совмещать разные виды деятельности и управлять своим временем.,декларация,,,True,
9,Взрослая жизнь (настоящее время),Отношения с родителями и семейные ценности,"Отец — сильная фигура, манипулятор, морально давил, но не был жесток физически. Воспринимает его как человека, добившегося успеха благодаря своему характеру. Отношения сложные, но с уважением.","Человек, он своеобразный, он никогда меня не бил физически, но он меня... Он морально очень может задавить. Словом, ударить можно намного больнее.","уважение, некоторая обида, принятие","справедливость, самостоятельность, уважение к родителям","Воспитание в семье с сильной фигурой отца формирует у респондентки стремление к самостоятельности и независимости, но также оставляет след в виде сложных эмоций и внутреннего конфликта.",узел,семья,,,
10,Детство и подростковый возраст,Взаимоотношения со сверстниками,"В детстве дружила с соседскими детьми на даче, в школе отношения были разными: с кем-то дружила, кого-то отпугивала своим бойким характером. Не терпела несправедливости, могла драться с мальчиками.","Я не молчала, если мне что-то очень активно. Кто-то меня побаивался. ... Смиралась с мальчишками, например. что-то не так, да, я не терпела.","самоуверенность, некоторая уязвимость","независимость, справедливость, дружба","Респондентка демонстрирует черты лидера и борца за справедливость, что влияет на ее дальнейшую жизненную стратегию и профессиональный выбор.",эпизод,,,,
11,Детство и юность,Мечты и устремления,"С детства мечтала стать известной, сниматься в фильмах, пыталась поступать в театральное училище, но не прошла. Желание быть знаменитой сохраняется до сих пор.","Наверное, ей до сих пор мечта стать известной. Я пыталась поступать в театральное училище, не прошла. Сниматься в фильмах. быть знаменитостью.","мечтательность, легкая грусть","самореализация, признание, творчество","Стремление к публичности и творческой самореализации — важная часть идентичности респондентки, что проявляется и в ее нынешних профессиональных интересах.",декларация,,,,
12,Школьные годы,Учебные интересы и конфликты с системой,"Любила математические предметы, была отличницей. Конфликтовала с классной руководительницей из-за формы и правил, чувствовала давление и несправедливость со стороны учителей.","Да, еще в школе, я помню, у меня с классной руководительницей был конфликт из-за формы. ... То есть очень строго тогда было. Маникюр нельзя было, краситься нельзя было, а я, меня это очень гнобило...","обида, протест","справедливость, индивидуальность, свобода",Опыт давления со стороны образовательной системы формирует у респондентки неприятие авторитарных структур и стремление к самостоятельности.,эпизод,школа,,,
13,Студенчество,Выбор профессии и отношение к найму,"Училась на менеджера по персоналу с уклоном в психологию, но не работала по специальности. Не приемлет работу по найму, не может подчиняться начальству, предпочитает работать на себя.","Я поняла, что это не для меня, то, что приходить там с 9 до 6 сидеть, это для меня каторга. И подчиняться кому-то, то есть работать наемным сотрудником под руководством начальника, это не могу я.","решимость, неприятие","свобода, независимость, самореализация","Отказ от традиционной офисной занятости и поиск альтернативных форм работы — характерная черта поколения, выросшего в условиях рыночной экономики.",декларация,,,True,
1,подростковый возраст,Формирование самооценки и первые отношения,"Респондентка описывает период подросткового возраста, когда она чувствовала себя неуверенно, считала себя 'гадким утенком', но затем резко стала пользоваться вниманием со стороны парней, преимущественно старше себя. Это повлияло на её самооценку и отношение к ровесникам.","Я сначала себя чувствовала гадким утенком, да, у меня были комплексы, что я какая-то там не такая, неполноценная... И потом как-то резко, прям вот где-то лет в 13 за мной прям стали ухаживать парни, причем парни постарше меня...","неуверенность, удивление, переход к уверенности","самооценка, принятие себя, внимание противоположного пола","Переходный возраст часто сопровождается кризисом самооценки, который может быть смягчен или усилен внешними обстоятельствами, в данном случае — вниманием со стороны старших мальчиков. Важна роль гендерных стереотипов и ожиданий.",эпизод,школа,,,True
2,старший подростковый возраст — ранняя юность,Опыт отношений и формирование репутации,"С началом активного внимания со стороны мужчин респондентка сталкивается с трудностями выбора, слухами и формированием репутации. Большинство отношений оказываются краткосрочными, часто мужчины оказываются женатыми.",И за мной прям толпами начали ухаживать парни... я все не могла выбрать то с одним то с другим встречалась и уже репутация она такая там вот распутывал в жизни виду то есть и слухи ходили...,"растерянность, разочарование","свобода выбора, независимость, честность","В юности формируется социальная репутация, часто под влиянием гендерных стереотипов. Женская сексуальность и свобода выбора могут становиться объектом осуждения и слухов.",узел,,,рынок знакомств,True
3,молодость (20-25 лет),"Наивность, доверие и разочарования в отношениях","В ранней взрослой жизни респондентка была наивной и доверчивой, верила в перспективы с мужчинами, но сталкивалась с обманом и разочарованиями, когда мужчины оказывались женатыми или неискренними.","Когда я была моложе, наивнее, доверчивее... я верила мужчинам, надеялась на что-то, на какую-то перспективу. А потом оказывалось, что совершенно зря.","разочарование, горечь","доверие, искренность, надежда","Опыт разочарования в романтических отношениях типичен для молодых женщин, особенно в условиях патриархальных ожиданий и двойных стандартов.",эпизод,,,,True
4,"зрелость, современный этап",Переоценка отношений и личные выводы,"После серии разочарований респондентка меняет отношение к отношениям: становится осторожнее, предпочитает свободные отношения без обязательств, считает, что подходящих мужчин мало.","Сейчас я уже пришла к тому, что для того, чтобы были отношения, нужно не только хотеть, нужно, чтобы люди были пригодны. И мужчин, которые вообще пригодны для отношений, их очень мало.","спокойствие, реализм, некоторая усталость","самостоятельность, прагматизм, личный комфорт","Переход к свободным отношениям и отказ от традиционной модели семьи — характерная тенденция для части современных женщин, особенно в крупных городах.",декларация,,,,True
5,"зрелость, современный этап",Опыт онлайн-знакомств и международных отношений,"Респондентка активно пользовалась сайтами знакомств, в том числе международными, но разочаровалась в этом формате из-за поверхностности и обмана. Один из опытов с иностранцем оказался травматичным.","Это когда где-то, наверное, нулевые. Вот, я на этих сайтах Очень активно знакомилась, чуть ли не каждый день ходила на свидания с разными... Получается, это как конвейер. Все друг друга перебирают.","разочарование, настороженность","безопасность, самостоятельность, критичность","Распространение онлайн-знакомств изменило структуру романтических отношений, усилило ротацию партнеров и повысило риски для женщин.",эпизод,,,онлайн-рынок знакомств,True
6,"зрелость, современный этап",Профессиональная деятельность и самозанятость,"Респондентка работает на себя, занимается организацией мероприятий, съемками, ведет соцсети, планирует развиваться как блогер. Привлекает свобода, но есть и нестабильность.","Привлекает, как я уже говорила, то, что сама себе хозяйка, у меня нет начальника, то есть если мне что-то не нравится, я всегда могу отказаться от какого-то проекта.","удовлетворение, независимость, некоторая тревога","свобода, самореализация, гибкость","Рост самозанятости и фриланса — тренд последних лет, особенно среди женщин, стремящихся к балансу между работой и личной жизнью.",декларация,"рынок фриланса, блогосфера",,,True
7,"зрелость, современный этап","Досуг, хобби и социальная активность","Респондентка активно занимается фитнесом, любит природу, помогает родителям на даче, путешествует, посещает мероприятия, ведет тематическую группу в соцсетях.","Я веду в соцсетях специальную группу. Я отслеживаю, какие у нас в городе мероприятия происходят... Потом мне нравится тоже фитнесом заниматься, следить за фигурой. И с детства привычка – это природа, это сад.","энергичность, увлеченность","здоровье, активность, общение, забота о близких","Современные женщины часто совмещают профессиональную и социальную активность, уделяют внимание саморазвитию и поддержанию социальных связей.",эпизод,,,,True
8,"зрелость, современный этап",Экологическая ответственность и забота о родителях,"Респондентка помогает родителям поддерживать чистоту на природе, борется с вандализмом туристов, взаимодействует с администрацией по вопросам экологии.","Мы там перегородили, везде шлагбаум поставили, чтобы люди на берег не могли на машинах съехать... Убираем потом, конечно, сгребаем мусор, то, что остается, граблями чистим.","ответственность, возмущение, забота","экологическая ответственность, семейные ценности, активная гражданская позиция",Рост экологической сознательности и вовлеченности в локальные инициативы характерен для среднего класса в городах.,эпизод,"местное сообщество, администрация",родительский дом за городом,,True
9,"зрелость, современный этап","Гибкий график, будни и праздники","Респондентка живет по гибкому графику, не разделяет будни и выходные, может сама планировать отдых и работу. Праздники стали менее значимы, но ценит время с родителями.","Я сама, в принципе, могу себе в любой день устроить выходной, когда я захочу. Или поработать в выходной день, если... Есть в этом необходимость и возможность.","спокойствие, независимость","самостоятельность, гибкость, семейные связи","Гибкость графика — важная ценность для современных фрилансеров, а переосмысление праздников связано с возрастом и изменением приоритетов.",декларация,,,,True
10,"зрелость, современный этап",Путешествия и идеал отдыха,"Респондентка любит путешествовать, но в последние годы ограничена обстоятельствами. Идеальный отдых для неё — поездка с любимым мужчиной в комфортные условия, желательно за счет мужчины.","Хотелось бы, чтобы это был всё-таки мужчина... чтобы все по высшему классу, дорогой, качественный отель, перелет, комфортно. на Мальдивы. Вот так вот. И, естественно, все расходы, чтобы не смущило.","мечтательность, лёгкая грусть","комфорт, романтика, безопасность","Идеализация отдыха с мужчиной и желание делегировать расходы — отражение традиционных гендерных ожиданий, несмотря на самостоятельность в других сферах.",декларация,,,,True
1,Зрелый возраст (40+),Саморегуляция и управление нагрузкой,"Респондентка рассказывает о том, как самостоятельно регулирует свою нагрузку, отказывается от лишнего и берёт на себя только посильные задачи.","Я сама это регулирую, то есть если я чувствую, что действительно перегружено, не вывожу, я немножко притормаживаю, то есть немножко уже отказываюсь от чего-то, то есть не беру на себя слишком много, то есть беру столько, сколько я понимаю, что я вывезу это.","уверенность, спокойствие","самостоятельность, осознанность, забота о себе","Демонстрирует высокий уровень саморефлексии и личной ответственности за своё благополучие, характерный для зрелых, самодостаточных людей.",декларация,,,,
2,Зрелый возраст (40+),Изменение отношения к кругу общения,"Респондентка отмечает, что с возрастом стала более избирательна в общении, ценит комфорт и совпадение ценностей, ушла от общения с манипуляторами.","Сейчас я стала очень избирательно относиться к своему кругу общения. Раньше, да, моложе была, то есть мне прям надо было... чтобы был кто-то рядом, с кем-то общаться, обязательно компанию. И я общалась не так избирательно.","спокойствие, удовлетворение","самодостаточность, личные границы, качество общения","Переход от широкой, но поверхностной сети контактов к узкому, но глубокому кругу общения — типичная динамика взросления и личностного роста.",перелом,,,,
3,Зрелый возраст (40+),Близкие отношения и конфликты в семье,"Респондентка рассказывает о конфликте с двоюродным братом из-за наследства, что привело к разрыву отношений.","У меня есть двоюродный, да, родных нет. И, к сожалению, с ним произошли контры. Человек оказался очень непорядочно поступил. Там квартира из бабушки, но он у нас просто ее нечестным путем себе забрал.","разочарование, обида","честность, справедливость, семейные отношения","Конфликты из-за наследства — частая причина разрыва даже близких семейных связей, что влияет на структуру поддержки и доверия в семье.",узел,"семья, наследственное право",,,
4,Зрелый возраст (40+),Отношения с родителями,"Респондентка поддерживает отношения с родителями, несмотря на расстояние, старается регулярно их навещать.","С родителями, да, я стараюсь поддерживать, но так как все-таки у нас расстояние 50 километров... стараюсь хотя бы раз в две недели с ними видеться.","забота, теплота","семейные связи, поддержка, ответственность",Регулярные контакты с родителями на фоне самостоятельной жизни — признак сохранения межпоколенческих связей.,эпизод,семья,,,
5,Зрелый возраст (40+),Дружба и социальные связи,"Респондентка выделяет несколько близких подруг, с которыми поддерживает контакт, отмечает, что с женщинами с детьми общение становится поверхностным.","Вот сейчас, например, больше всех и ближе всех вот из друзей, так скажем, я общаюсь с одной девочкой, которой 30 лет... И потом ещё я общаюсь с одной девушкой, с которой мы учились в универе.","дружелюбие, удовлетворение","доверие, общие интересы, поддержка","Сужение круга близких друзей и переход к более избирательному общению — характерная черта зрелого возраста, особенно у женщин без детей.",эпизод,,,,
6,Зрелый возраст (40+),Отношение к материнству,"Респондентка осознанно не становится матерью, считая это большой ответственностью и не находя подходящего партнёра, а также испытывая страх перед родами.","Это очень большая ответственность ребенок. И все-таки мне хотелось бы, чтобы у ребенка был нормальный отец. И мужчину, которого я бы видела отцом ребенка, пригодного именно на роль отца ребенка, я не знаю даже такого рода.","осознанность, тревога","ответственность, качество родительства, безопасность",Отказ от материнства по причине отсутствия подходящего партнёра и страха перед родами — распространённая стратегия среди современных городских женщин.,декларация,,,,
7,Зрелый возраст (40+),Животные в жизни респондентки,"Животные есть у родителей, сама респондентка не заводит питомцев из-за нежелания брать на себя дополнительную ответственность.","У меня у родителей есть собачка Чихуахуа маленькая... А до этого 10 лет у нас жил доберман. Умер он, тяжело пережили, конечно, как близкий человек был.","ностальгия, практичность","ответственность, комфорт, забота",Отказ от домашних животных — часть стратегии минимизации обязательств и сохранения личного пространства.,декларация,,,,
8,Зрелый возраст (40+),Ощущение одиночества и личное пространство,"Респондентка ценит самостоятельность и личное пространство, но иногда испытывает страх одиночества и тревогу о будущем.","Бывает иногда я, наоборот, такой кайф ощущаю, что вот я сама себе хозяйка... А с другой стороны, конечно, иногда накрывает. Иногда просто какой-то страх. А что дальше?","амбивалентность, тревога, удовлетворение","самостоятельность, свобода, личное пространство","Двойственность отношения к одиночеству — типична для современных одиноких женщин: ценится свобода, но присутствует экзистенциальная тревога.",узел,,False,,
9,Зрелый возраст (40+),Система поддержки,"В случае сложностей респондентка рассчитывает только на родителей, особенно на отца.","Кроме как к родителям некому. Потому что мой папа при всем его характере, он меня по-своему любит, он никогда меня в беде не бросит.","уверенность, благодарность","семейная поддержка, доверие","Ограниченность круга поддержки до родителей — уязвимость одиноких взрослых, особенно женщин.",декларация,,,,
10,Зрелый возраст (40+),Здоровье и отношение к медицине,"Респондентка в целом здорова, ведёт относительно здоровый образ жизни, обращается к врачам редко, негативно оценивает коммерциализацию медицины.","Очень много у нас платного, то есть лучше не болеть, то есть бесплатно вот самый минимум, да. И тоже не знаешь, придешь к врачу, там специально найдут, что надо, что не надо, лишь бы побольше денег взять.","настороженность, рациональность","здоровье, самостоятельность, недоверие к системе",Критика медицины и ориентация на самопомощь — реакция на недостатки системы здравоохранения и рост платных услуг.,декларация,,,ограниченное,
11,Зрелый возраст (40+),Психологическое благополучие и самопомощь,"Респондентка считает, что справляется со стрессами благодаря своему отношению к жизни, обращение к психологам не считает эффективным.","Психологи мне не могут сказать, того, чего я и сама не знаю. То есть я сама могу быть психологом.","уверенность, скепсис","саморефлексия, самостоятельность",Распространённая среди зрелых женщин установка на самопомощь и недоверие к профессиональной психологической поддержке.,декларация,,,,
12,Зрелый возраст (40+),Отношение к нетрадиционной медицине и практикам,"Респондентка практикует медитацию, йогу, считает, что в эзотерике есть рациональное зерно, но не отрицает традиционную медицину.","В принципе, очень много шарлатанов, но что-то в этом тоже есть. В принципе, я сама практикую, сама тоже знаю, у меня тоже есть, я знаю к этому способности.","открытость, осторожность","открытость новому, рациональность, баланс","Интерес к нетрадиционным практикам — часть современной городской культуры, но сохраняется критичность и ориентация на баланс с традиционной медициной.",декларация,,,,
1,Средний возраст (40-50 лет),Здоровье родителей и забота о близких,"Респондент рассказывает о здоровье родителей, которым около 70 лет. Они следят за своим здоровьем, проходят обследования в Казани. В случае серьезных проблем респондент рассчитывает на поддержку родителей, как моральную, так и финансовую.",В 70 лет здоровье не то. Сейчас проходит диспансеризацию. Приезжают в Казань к врачам.,"Спокойствие, забота, некоторая тревога","Семья, поддержка, ответственность",Важность семейных связей и опоры на родителей даже во взрослом возрасте. Демонстрируется типичная для российского общества модель взаимопомощи между поколениями.,эпизод,"Семья, система здравоохранения",,,
2,Средний возраст (40-50 лет),Отношение к здоровью и внешности,"Респондентка подчеркивает, что не прибегала к косметическим инъекциям и против вмешательств в естественную внешность.","Мне 46 лет, я ни разу никаких уколов вот этих пластиков, ничего я не делала, и я против вообще в этих мешать.","Гордость, уверенность","Естественность, самоуважение, здоровье",Отражает тренд на принятие естественной внешности и критическое отношение к индустрии красоты.,декларация,,,,
3,Средний возраст (40-50 лет),Финансовая стратегия и отношение к деньгам,"Респондентка характеризует себя как экономного и осторожного человека, избегает кредитов, создает финансовую подушку, инвестирует, рационально тратит деньги и пользуется акциями и скидками.","Я никогда критично не беру кредиты. Постараюсь никому не давать в долги и не беру сама. То есть я лучше откажусь от чего-то, подкоплю, чем буду лезть, врезать долги.","Рациональность, осторожность, уверенность","Финансовая независимость, безопасность, рациональность","Демонстрирует типичную стратегию финансового поведения для представителей среднего класса: избегание долгов, создание сбережений, инвестиции.",декларация,,,"Вклады, фондовый рынок, акции",
4,Средний возраст (40-50 лет),"Доходы и расходы, баланс времени и денег","Доходы нерегулярные, зависят от объема работы. Респондентка ценит свое время выше потенциального заработка, отказывается от невыгодных предложений, предпочитает баланс между работой и личной жизнью.",Я больше ценю свое время. Время – это деньги. Вот как-то так у меня.,"Уверенность, самостоятельность","Самоуважение, свобода, баланс","Переосмысление ценности труда и времени, характерное для людей с опытом самозанятости и фриланса.",декларация,,,"Самозанятость, индивидуальное предпринимательство",
5,Средний возраст (40-50 лет),Потребительское поведение и экономия,"Респондентка осознанно экономит, сравнивает цены, пользуется акциями, избегает спонтанных покупок, но иногда позволяет себе небольшие слабости. Предпочитает соотношение цена-качество.","Я сама по себе экономный человек, не то что приходится. Я вообще жадная. Если есть возможность экономить, я обязательно этим воспользуюсь.","Самоирония, рациональность","Экономность, рациональность, самоконтроль","Потребительская стратегия, ориентированная на максимальную выгоду и минимизацию излишних расходов.",декларация,,,,
6,Средний возраст (40-50 лет),Питание и отношение к сервисам доставки,"Респондентка предпочитает покупать продукты самостоятельно, не пользуется доставкой из-за сочувствия к курьерам и желания лично выбирать продукты. Питание преимущественно домашнее, с использованием заготовок с огорода.","Мне морально даже их жалко, потому что они бедолаги, пешком, с огромными рюкзаками. Я не могу морально просто их эксплуатировать.","Сочувствие, забота, самостоятельность","Самостоятельность, эмпатия, традиции","Отражает ценности самостоятельности и эмпатии, а также сохранение семейных традиций (заготовки с огорода).",эпизод,,,"Покупка продуктов в супермаркетах, отказ от сервисов доставки",
7,Средний возраст (40-50 лет),Питание вне дома и досуг,"Посещение заведений — способ провести время с друзьями, а не удовлетворить голод. При этом респондентка также ищет акции и бонусы в ресторанах.","Не дома даже не с целью питаться, а с целью провести время.","Позитив, общительность","Общение, досуг, экономность","Питание вне дома становится элементом социальной жизни, а не необходимостью.",эпизод,,,,
