id,life_stage,theme,summary,quote,emotion,values,sociological_note,type,institution,housing_promised,market_participation,collapse_context
8,"Зрелый возраст, семейная жизнь",Финансовые трудности и стратегии выживания,"Респондент сталкивался с ситуациями, когда денег катастрофически не хватало, приходилось использовать накопления в копилке. В семье повседневные покупки чаще делает супруга, крупные — совместно.","Вот приходилось копилку распечатывать. У них же еще маленькая копилка общая, мелочь куда скидывается, как тоже без нее жить.","Сдержанность, адаптивность, некоторая тревога","Семейная поддержка, адаптация, бережливость",Использование мелких накоплений и совместное принятие решений по крупным покупкам — типичная стратегия семей с ограниченными ресурсами.,эпизод,,,,
9,"Зрелый возраст, семейная жизнь","Питание вне дома, досуг и изменение потребительских привычек","Респондент стал чаще посещать кофейни и рестораны, воспринимает это как часть культуры и способ получить положительные эмоции. Расходы на еду вне дома контролирует, старается не выходить за рамки бюджета.","Кофейне там уже все-таки другое. Даже кофе, это такая культура, так сказать, нашел, в кофейне там попил кофе, испытал какие-то дополнительные эмоции.","Удовольствие, умеренная радость, самоконтроль","Эмоциональное благополучие, культура досуга, самоконтроль",Изменение отношения к питанию вне дома отражает процессы урбанизации и роста значимости эмоционального комфорта. Контроль расходов сохраняется как важная стратегия.,эпизод,,,,
10,"Зрелый возраст, семейная жизнь","Сбережения, инвестиции и финансовая безопасность","Респондент не хранит все сбережения в банке, предпочитает диверсификацию: инвестиционные фонды, акции, ПИФы. Подушка безопасности есть, но небольшая.",Яйца держу у разных организмов.,"Осторожность, рациональность","Финансовая грамотность, осторожность, самостоятельность",Диверсификация сбережений и осторожное отношение к банкам отражают недоверие к финансовым институтам и стремление к самостоятельному управлению ресурсами.,декларация,"банки, инвестиционные фонды",,инвестиционная,
11,"Зрелый возраст, семейная жизнь",Отношение к платному образованию,"Респондент готов платить за углублённое изучение иностранных языков, считает это актуальным для Екатеринбурга как хаба между Европой и Азией.","Я думаю, да. Потому что Екатеринбург, это же по сути хаб между Европой и Азией.","Интерес, прагматизм","Образование, прагматизм, развитие",Готовность инвестировать в образование отражает ориентацию на развитие и адаптацию к глобализирующемуся рынку труда.,декларация,,,,
12,"Зрелый возраст, семейная жизнь",Формирование семейного бюджета и финансовые договорённости,"В семье бюджет формируется спонтанно, без строгих договорённостей. Есть примерные расчёты по основным статьям расходов, но нет жёстких правил.","Нет, как-то сейчас Спонтанно пришло, что там столько-то, столько-то. Где-то периодически варьировалось, где-то больше, где-то меньше.","Гибкость, спокойствие","Доверие, гибкость, адаптация","Отсутствие строгих финансовых договорённостей характерно для семей с высоким уровнем доверия и гибкости, что может быть как преимуществом, так и источником потенциальных конфликтов.",декларация,,,,
1,"Семейная жизнь, зрелый возраст",Финансовые решения в семье,"В семье финансовые решения принимаются совместно, но иногда возникают разногласия по поводу трат на дорогие или необычные покупки. В целом, конфликты случаются периодически, но не часто.","Ну, я думаю, 50 на 50. То есть такого нет, что какой-то основной 50 на 50, понимаете, не все получается так.","спокойствие, легкое раздражение","равноправие, рациональность, совместность","Респондент демонстрирует установку на паритетное распределение ответственности и расходов в семье, что характерно для современных городских семей.",эпизод,,,,
2,"Семейная жизнь, зрелый возраст",Взгляды на гендерные роли и карьеру,"Респондент категорически против традиционной модели, где мужчина обеспечивает семью, а женщина не работает. Он считает, что вклад должны вносить оба партнера, и не против женской карьеры, но отмечает возможные социальные последствия высокого карьерного роста женщины.","Я категорически против, потому что у них какое-то содержанство получается. В моем понимании так. Потому что семья – это вклад в обоих.","уверенность, критичность","равноправие, самостоятельность, партнерство","Респондент выражает современные взгляды на гендерные роли, но при этом отмечает опасения по поводу социальных изменений при высоком карьерном росте женщины.",декларация,,,,
3,"Семейная жизнь, зрелый возраст",Профессиональный путь супруги,"Супруга респондента получила медицинское образование и работает детским массажистом, несмотря на возрастные и психологические трудности обучения в колледже. Пандемия облегчила учебу за счет перехода на дистанционный формат.","Представляете, она училась с девочкой, которой 16 лет. У нее тетя, которой там было 38 лет. Это довольно-таки психологически было тяжело.","уважение, сочувствие, гордость","образование, трудолюбие, преодоление трудностей","История супруги иллюстрирует мобильность и адаптивность взрослого поколения, а также влияние пандемии на образовательные траектории.",эпизод,медицинский колледж,,,
4,"Семейная жизнь, зрелый возраст",Влияние пандемии на жизнь и работу,"Пандемия стала неожиданным облегчением для супруги в учебе и, по мнению респондента, ускорила развитие дистанционных сервисов и удаленной работы.","Пандемия в том-то и оказалась, так сказать, благо. Именно в этом вопросе.","благодарность, удивление","адаптация, технологичность, гибкость","Пандемия воспринимается не только как вызов, но и как фактор, открывший новые возможности для образования и труда.",узел,,,,
5,"Семейная жизнь, зрелый возраст",Отношение к деньгам и финансовым целям,"Деньги для респондента — инструмент свободы и безопасности. Он считает, что без денег невозможно существовать в современном обществе. Для достаточного уровня жизни называет сумму 250 тысяч рублей в месяц.","Деньги – это основной инструмент свободы, безопасности и вообще существования в целом.","рациональность, прагматизм","безопасность, свобода, достаток","Респондент демонстрирует рациональное отношение к деньгам, воспринимая их как универсальный эквивалент и меру возможностей.",декларация,,,,
6,"Семейная жизнь, зрелый возраст",Восприятие социальных ожиданий и молодежных запросов,"Респондент с иронией относится к завышенным финансовым ожиданиям молодежи, которые транслируются в интернете.","Сидишь и думаешь, а где же он должен работать, чтобы заработать 3 миллиона?","ирония, недоумение","реализм, скепсис","Отражает разрыв между реальными и медийными ожиданиями по поводу доходов, характерный для российского общества.",декларация,,,,
7,Взрослая жизнь,Опыт взаимодействия с государственными органами,"Респондент отмечает улучшение работы государственных сервисов благодаря цифровизации, но считает бюрократию все еще тяжелой и инерционной.","Скажем так, тяжелая бюрократическая машина. По-другому не скажешь. Сейчас данный момент с каждым годом становится лучше за счет всяких суперсервисов.","умеренный оптимизм, критичность","эффективность, технологичность",Видна динамика цифровизации госуслуг и постепенное снижение бюрократических барьеров.,декларация,государственные органы,,,
8,Взрослая жизнь,Опыт обращения в полицию,"Респондент сталкивался с кражей квартиры, обращался в полицию, но остался недоволен формальным подходом и невозможностью реально взыскать ущерб.","Был урок от обращения в полицию, несколько было отписок там, в общем, формальности, в итоге дело они прикрыли.","разочарование, фрустрация","справедливость, защита","Недоверие к эффективности правоохранительных органов, типичное для российского общества.",эпизод,полиция,,,
9,Взрослая жизнь,Профессиональный опыт в пожарной охране,"Респондент работал в пожарной охране, взаимодействовал с полицией по служебным вопросам, отмечает хорошие рабочие отношения.","Там-то нормально, там-то у нас хорошие товарищеские взаимоотношения были.","нейтральность, удовлетворение","профессионализм, сотрудничество",Положительный опыт межведомственного взаимодействия в профессиональной сфере.,эпизод,пожарная охрана,,,
10,"Молодость, ранняя взрослая жизнь",Опыт службы в армии,"Респондент служил во внутренних войсках в Москве, вспоминает этот опыт позитивно, считает его важным для формирования характера.","Хорошо, позитивно, я считаю. Тем более мы там занимались патрулированием.","гордость, удовлетворение","долг, служение, мужество",Армейский опыт воспринимается как важный этап взросления и социализации.,эпизод,внутренние войска,,,
11,"Семейная жизнь, зрелый возраст",Передача ценностей сыну,"Сын респондента вдохновлен примером отца, хочет служить в армии, готовится к этому с детства.","Он в ней ходит, играет в войночки. Хочет обязательно служить в ОМОНе.","гордость, умиление","преемственность, патриотизм",Семейная традиция и личный пример формируют установки следующего поколения.,эпизод,,,,
12,Взрослая жизнь,Опыт ведения бизнеса и взаимодействия с налоговой,"Респондент сталкивался с трудностями при закрытии фирмы из-за бюрократии и необходимости урегулировать вопросы с разными фондами. Открыть бизнес проще, чем закрыть.","Открыться несложно, закрыться сложно.","раздражение, усталость","самостоятельность, ответственность",Бюрократические барьеры при закрытии бизнеса остаются значимым препятствием для предпринимателей.,эпизод,,,малый бизнес,
13,Взрослая жизнь,Получение социальных льгот,"Респондент оформлял статус ветерана боевых действий и отмечает, что сейчас оформление льгот происходит быстро и без проблем благодаря цифровым сервисам.","Подал заявление, все оформили, мы все сделали, то есть без всяких проблем, без всяких претензий.","удовлетворение, благодарность","социальная поддержка, справедливость",Цифровизация госуслуг облегчила доступ к социальным льготам.,эпизод,госуслуги,,,
14,Взрослая жизнь,Опыт взаимодействия с судебными приставами и ЖКХ,"Респондент отказался платить за содержание дома из-за неудовлетворительного обслуживания, что привело к судебному разбирательству и аресту счетов. В итоге часть долга была оплачена, остальное списано по сроку давности.","Я отказался платить. И только там накопилась сумма, мне подали в суд. Таисты там пришли, арестовали у меня карту.","протест, раздражение, настойчивость","справедливость, принципиальность",Готовность отстаивать свои права даже в ущерб личному комфорту; критика системы ЖКХ.,эпизод,,0.0,,
15,Взрослая жизнь,Изменения в работе государственных сервисов,"Респондент отмечает, что оформление документов (паспорт, права) стало проще благодаря цифровым сервисам, очереди и бюрократия ушли в прошлое.","Подаешь на госпиталь, через 3 дня приходишь, тебе дают новый паспорт и все.","удовлетворение, облегчение","технологичность, удобство",Позитивная оценка цифровизации государственных услуг.,декларация,госуслуги,,,
1,"Зрелость, профессиональная активность",Восприятие государства и цифровизация,"Респондент отмечает, что государство активно присутствует в его жизни через обеспечение безопасности, социальные условия, обучение и здравоохранение. Особо выделяет положительные изменения, связанные с информатизацией и цифровыми сервисами, которые стали интуитивно понятными даже для пожилых людей.","Сейчас данный момент уже как бы отлично. Потому что очень хорошая информатизация прошла. Мило строго цифровых площадок, сервисов, как всего можно. Довольно-таки интуитивно понятно. То есть даже пожилые люди могут разобраться с этими сервисами по себе.","Умеренно позитивный, рациональный","Безопасность, удобство, технологичность, доступность","Респондент демонстрирует адаптацию к цифровым изменениям в государственных услугах и высокую оценку технологических нововведений, что характерно для части городского населения, вовлечённого в цифровую экономику.",эпизод,Государственные цифровые сервисы,,False,
2,"Зрелость, профессиональная активность",Доверие к государственным органам и автоматизация,"Респондент выражает высокий уровень доверия к государственным органам, связывая это с автоматизацией процессов и снижением человеческого фактора. Искусственный интеллект воспринимается как более надёжный инструмент по сравнению с человеком.","Я абсолютно только за него за. Человеческий фактор он пугает больше, нежели искусственный интеллект.","Уверенность, спокойствие","Рациональность, технологичность, надёжность","Позитивное отношение к автоматизации и ИИ отражает тренд среди части населения, ориентированной на технологический прогресс и снижение коррупционных рисков.",декларация,"Государство, цифровые платформы",,False,
3,"Зрелость, профессиональная активность",Восприятие власти и политической системы,"Респондент чётко разделяет ветви власти, отмечает роль законодательной, исполнительной и судебной власти, а также прессы как 'четвёртой власти'. Подчёркивает важность прямой линии с президентом и обращения к Федеральному собранию для обратной связи между властью и народом.","Вот почему, собственно, сделана была прямая линия с президентом, чтобы президент воочию слышал мнение простых людей.","Рациональность, умеренная критичность","Прозрачность, обратная связь, структурированность","Респондент демонстрирует осведомлённость о структуре власти и поддерживает форматы, обеспечивающие коммуникацию между властью и гражданами.",декларация,"Президент, Федеральное собрание",,False,
4,"Зрелость, профессиональная активность",Отношение к политике и вовлечённость,"Респондент считает, что политика присутствует в жизни каждого, и важно быть информированным. Он обучается в этой сфере и стремится реализовать себя в политике.","Для этого я учусь, поступил в эту программу, чтобы в дальнейшем себя реализовать в том числе в этом направлении.","Уверенность, целеустремлённость","Образование, самореализация, гражданская активность","Респондент относится к группе граждан, стремящихся к активному участию в общественно-политической жизни через образование и профессиональное развитие.",узел,Образовательная программа,,False,
5,"Зрелость, профессиональная активность",Критика и тревоги по поводу политической и социальной ситуации,"Респондент отмечает тревожность и раздражение из-за коррупции в армии, проблем в здравоохранении, собираемости налогов и злоупотреблений на местах. Признаёт, что идёт 'чистка' кадров, но не уверен в результатах.","Конечно же, не без этого. Есть моменты, которые вызывают тревожность, беспокойство, порой даже раздражение.","Тревога, критичность","Справедливость, честность, эффективность","Критика коррупции и неэффективности на местах типична для информированных граждан, следящих за новостями и чувствительных к вопросам справедливости.",эпизод,"Армия, здравоохранение, местные органы власти",,False,
6,"Зрелость, профессиональная активность",Восприятие оппозиции и политической борьбы,"Респондент воспринимает оппозицию как деструктивную силу, стремящуюся к власти и сотрудничающую с внешними врагами. Считает, что активных оппозиционеров стало меньше, а оставшиеся вредят политической системе.","Есть пятая колонна, которая подрывает ситуацию в стране. Потому что у нас сейчас идёт политическая война со всем коллективным западом.","Настороженность, недоверие","Патриотизм, стабильность, государственность","Такое восприятие оппозиции характерно для части населения, ориентированной на государственную повестку и воспринимающей внешние угрозы как значимый фактор.",декларация,"Оппозиция, государство",,False,
7,"Зрелость, профессиональная активность",Источники информации и медиапотребление,"Респондент и его семья предпочитают получать информацию из интернета, фильтруя источники. Мама доверяет только центральной прессе. Респондент подписан на официальные телеграм-каналы и новостные группы, избегает телевидения.","Мы-то, допустим, по крайней мере я, я уже источники фильтрую, то есть я прекрасно понимаю, где какая-то там желтая перса, где какая-то там литературная информация.","Осознанность, критичность","Критическое мышление, достоверность информации","Респондент демонстрирует медиаграмотность и осознанный подход к выбору источников информации, что характерно для более молодых и образованных слоёв населения.",эпизод,"Интернет, телеграм-каналы, центральная пресса",,False,
8,"Зрелость, профессиональная активность",Отношение к внешней политике и месту России в мире,"Респондент поддерживает внешнюю политику России, считает, что страна борется за выживание в условиях санкций, развивает отношения с Африкой, Китаем, Индией и странами СНГ. Отмечает ведущую роль России в мире и независимость от Запада.",Россия довольно уверенный игрок на мировой рынке.,"Гордость, уверенность","Патриотизм, независимость, международное влияние","Позиция респондента отражает государственную риторику и ориентацию на многополярный мир, характерную для части населения, поддерживающей внешнеполитический курс.",декларация,"Государство, внешнеполитические партнёры",,False,
9,"Зрелость, профессиональная активность",Критика внутренней политики и местного самоуправления,"Респондент отмечает проблемы в работе местных органов власти и отсутствие связующего механизма между властью и народом. Считает, что оппозиция может влиять на общественное мнение.","Нет какого-то, я не знаю, понятного связующего механизма. То есть сейчас, я не знаю, простой народ сам что-то может додумывать, кто-то подсказывает, опять же, из оппозиционных товарищей все это дело.","Критичность, обеспокоенность","Связь власти и народа, прозрачность",Респондент выражает типичную для части населения неудовлетворённость качеством местного управления и коммуникацией между властью и обществом.,эпизод,Местное самоуправление,,False,
10,"Зрелость, профессиональная активность",Отношение к социальным сетям и цифровым технологиям,"Респондент критически относится к социальным сетям из-за неконтролируемого потока информации, особенно для несовершеннолетних. При этом сам является продвинутым пользователем цифровых устройств и использует мессенджеры и телеграм-каналы для работы и получения новостей.","Потому что там очень много всякой информации, которая, скажем так, раскрывает сознание, особенно несовершеннолетнее. Как-то жёстко контролировать это не получается.","Осторожность, рациональность","Безопасность, информированность, технологичность",Респондент сочетает критичное отношение к соцсетям с высокой цифровой грамотностью и активным использованием современных коммуникационных платформ.,эпизод,"Социальные сети, мессенджеры",,False,
1,"Зрелость, современный этап жизни",Использование цифровых технологий и приложений в повседневной жизни,"Респондент активно использует различные цифровые сервисы и приложения для организации быта, работы, покупок и развлечений. Признает, что иногда теряет время в соцсетях, но считает их полезными для получения информации и общения.","Бывает. На полчаса раз пропал. Всякие там ролики, всякие сейчас идеи, если вы пошли по всему миру.","Нейтрально-позитивный, с элементами самоиронии","Практичность, адаптация к современности, информационная открытость",Респондент демонстрирует типичную для зрелого поколения стратегию освоения цифровых технологий: сочетание прагматичного подхода с критическим взглядом на новые формы потребления информации.,эпизод,"Цифровые платформы, банки, госуслуги",,Активное участие в онлайн- и оффлайн-покупках,
2,"Зрелость, семейный этап",Знакомства и отношения через интернет,"Респондент познакомился с нынешней супругой через сайт знакомств, оценивает такие знакомства как норму современности, отмечая, что многое зависит от людей.","Да, конечно. Я с нынешней супругой познакомился через сайт.","Позитивный, спокойный","Открытость к новому, семейные ценности","Опыт онлайн-знакомств воспринимается как естественная часть жизни, что свидетельствует о трансформации института семьи и брака под влиянием цифровизации.",эпизод,Сайты знакомств,,,
3,"Зрелость, профессиональный этап",Использование искусственного интеллекта и отношение к новым технологиям,"Респондент начал использовать ИИ-сервисы, отмечает их удобство и креативность, не испытывает опасений, видит в них пользу, но не может прогнозировать их влияние на будущее.","Да у меня, честно говоря, ничего не на стороне. Мне все наоборот. Наоборот, все нравится.","Позитивный, любопытство","Открытость к инновациям, прагматизм","Позиция респондента отражает адаптацию к технологическим изменениям и отсутствие страха перед ИИ, что характерно для людей с высоким уровнем цифровой грамотности.",эпизод,"ИИ-сервисы (например, Алиса, ChatGPT)",,,
4,"Зрелость, родительство",Воспитание детей и отношение к цифровым привычкам,"Респондент не беспокоится о времени, проводимом сыном за гаджетами, сравнивает это с собственным увлечением чтением в детстве, отмечает важность баланса между онлайн- и оффлайн-активностями.","У меня мама тоже, бабушка, вернее, ругала, что я книгу очень много читал... А был бы интернет, я бы в интернете беседовал.","Понимание, принятие","Понимание прогресса, уважение к интересам ребенка",Респондент демонстрирует межпоколенческое понимание и отсутствие морализаторства по поводу цифровых привычек детей.,эпизод,Семья,,,
5,"Зрелость, современный этап",Влияние общественно-политических событий на личную жизнь,"Респондент отмечает, что события последнего года (специальная военная операция) оказали влияние на общество и его личную жизнь, усилили чувство неопределенности и тревоги.","Ну как, что осталось? Ну, текущие события только. Это специальная новая операция. У всех, кстати, ее проявили.","Тревожность, неопределенность","Адаптация, выживание, коллективизм","Респондент связывает личные чувства с макросоциальными процессами, что характерно для периодов общественных потрясений.",узел,,,,True
6,"Зрелость, современный этап",Планы на будущее и отношение к неопределенности,"Респондент затрудняется строить долгосрочные планы из-за нестабильной ситуации, отмечает, что желания есть, но реализовать их невозможно, пока нет определенности.","Я не могу планировать, потому что я не знаю, какая ситуация возникает. Как я могу планировать на будущее...","Фрустрация, принятие","Гибкость, реализм","Планирование будущего становится невозможным в условиях высокой неопределенности, что отражает типичную реакцию на кризисные периоды.",декларация,,,,
7,"Зрелость, рефлексия",Жизненные ценности и смысл жизни,"Респондент считает важными для себя общество, страну, семью, развитие близких, достаток и здоровье. Смысл жизни видит в самом процессе жизни и развитии.","Смысл жизни – это все остальные факторы жить дальше. Как смысл жизни? Жить. Жить, конечно.","Спокойствие, философское принятие","Семья, развитие, здоровье, достаток, коллективизм","Респондент демонстрирует традиционные ценности, акцентируя внимание на семье и коллективном благе, что типично для зрелого возраста.",декларация,,,,
8,"Зрелость, рефлексия",Отношение к страхам и теме смерти,"Респондент признает наличие страхов, старается переключаться на позитив, тему смерти воспринимает негативно, не акцентирует на ней внимание.","Стараюсь, не думав, переключаюсь на что-то допустимое. Ищу какие-то позитивные эмоции.","Умеренно тревожный, но контролируемый","Позитивное мышление, избегание негатива","Стратегия совладания со страхами через переключение на позитивные эмоции характерна для зрелых, психологически устойчивых людей.",декларация,,,,
9,"Зрелость, рефлексия",Оценка жизненного пути и отношение к обучению,"Респондент воспринимает жизнь как процесс постоянного обучения и саморазвития, не считает себя достигшим всего, готов учиться дальше.","Жизнь это учить. Учил, учил, учил, учил. Я не считаю, что достигло 100% всего. И все готовы дальше учиться, совершенствоваться.","Позитивный, устремленный в будущее","Саморазвитие, обучение, открытость новому",Установка на непрерывное образование и развитие характерна для людей с высоким уровнем рефлексии и стремлением к самосовершенствованию.,декларация,,,,
010,"Зрелость, рефлексия",Сожаления и упущенные возможности,"Респондент сожалеет о неисполненных делах и упущенных возможностях, но не акцентирует на этом внимание.","Не выполнил что-то, не сделал фото, не купил что-то по той цене, которая стала дороже.","Легкая грусть, принятие","Рациональность, принятие несовершенства","Сожаления носят бытовой характер, что свидетельствует о прагматичном отношении к жизни.",эпизод,,,,
